seed,patient_budget,cell_cap,model,task,accuracy,macro_f1,balanced_accuracy,patient_balanced_accuracy,patient_balanced_macro_f1,patient_balanced_balanced_accuracy,mean_patient_macro_f1,exact_path_accuracy,root_excluded_hierarchical_f1,subtype_tree_distance,mean_observed_training_classes_across_folds,min_observed_training_classes_across_folds,n_outer_folds,n_test_patients,n_test_cells
10,8,100,xgboost,fine,0.70266484808265,0.3118814053036907,0.2937955000908075,0.7044861602440072,0.3118122459887794,0.29365895374370565,0.264072226920762,0.6968822844794526,0.8396664187789921,0.6523725518313119,23.4,21,5,925,1199468
11,8,100,logistic_regression,coarse,0.9742469161328189,0.8809035456396732,0.8735198884672943,0.9738119474455781,0.8816280003183504,0.8743355749172824,0.8509540780064895,0.6471885869402102,0.813814124261756,0.7641437704048795,5.0,5,5,925,1199468
11,8,100,logistic_regression,fine,0.6533813323906932,0.388134173505694,0.35124545196416695,0.654761397391244,0.3887659107534063,0.35181219228477895,0.3087173433558521,0.6471885869402102,0.813814124261756,0.7641437704048795,24.2,23,5,925,1199468
11,8,100,xgboost,coarse,0.9758876435219614,0.8200490584844907,0.7971082564980024,0.9755174394344681,0.8197489829306986,0.796941492838058,0.8025596946579892,0.6933632243628008,0.8376663654220038,0.6662253599095599,5.0,5,5,925,1199468
11,8,100,xgboost,fine,0.6994450873220461,0.3103373803860314,0.2876615500764302,0.7008630889828811,0.3105621483183414,0.28775027299614353,0.2643846524071131,0.6933632243628008,0.8376663654220038,0.6662253599095599,24.2,23,5,925,1199468
12,8,100,logistic_regression,coarse,0.9723077230905701,0.8623359472940975,0.8437344738637416,0.9717704775548978,0.8621263529515539,0.843843053961049,0.8255726844095173,0.6408174290602167,0.8104834810099144,0.7734528974512034,5.0,5,5,925,1199468
12,8,100,logistic_regression,fine,0.6486592389292586,0.3832367471907026,0.34542744307902074,0.6500144320120379,0.3832645839684505,0.3456057601506476,0.295670255359185,0.6408174290602167,0.8104834810099144,0.7734528974512034,23.4,22,5,925,1199468
12,8,100,xgboost,coarse,0.9769172666548837,0.7898223299438598,0.7801020773100797,0.9765210559180638,0.7898793629544151,0.7800034946700696,0.7799151578878003,0.6901251221374809,0.8366313232199608,0.6694634621348798,5.0,5,5,925,1199468
12,8,100,xgboost,fine,0.6963453797850381,0.290951666241941,0.2762946168622323,0.698166346595744,0.2912770935177982,0.2764842208509068,0.25243147806258237,0.6901251221374809,0.8366313232199608,0.6694634621348798,23.4,22,5,925,1199468
13,8,100,logistic_regression,coarse,0.9756200248776957,0.8891441347144238,0.8678898255463242,0.975239535328292,0.8895933229689053,0.8682047153117038,0.8542462298320462,0.6485416868144878,0.8150017341021186,0.7609373488913418,5.0,5,5,925,1199468
13,8,100,logistic_regression,fine,0.6543834433265414,0.3764310493522054,0.3396199645660136,0.6556727839479269,0.37647298681255215,0.33981563810168797,0.29797716199329455,0.6485416868144878,0.8150017341021186,0.7609373488913418,23.4,22,5,925,1199468
13,8,100,xgboost,coarse,0.9776400871052834,0.8230780200140249,0.799447872900873,0.9772556509430086,0.8230165137220158,0.799338044424004,0.8044198527189702,0.6925820447064865,0.8381749242164026,0.6613915502539459,5.0,5,5,925,1199468
13,8,100,xgboost,fine,0.6987097613275218,0.2936332281932968,0.2763692098994785,0.7001711267994885,0.2937639040306838,0.2765540003519128,0.25277175413869224,0.6925820447064865,0.8381749242164026,0.6613915502539459,23.4,22,5,925,1199468
