model,task,metric,term,estimate,cluster_seed_bootstrap_q025,cluster_seed_bootstrap_q975,standardized_estimate,standardized_bootstrap_q025,standardized_bootstrap_q975,n_subset_seeds,outer_fold_adjustment,interpretation
logistic_regression,coarse,macro_f1,intercept,0.24901202903022615,0.24625659099524566,0.2521800663268161,,,,20,fixed effects,descriptive response surface; not causal
logistic_regression,fine,mean_patient_macro_f1,interaction,-7.8165639103194e-05,-0.00017539555193283704,2.781509522274584e-05,-0.050875611606757715,-0.11415957292829572,0.018103990418208902,20,not applicable after pooled patient summary,descriptive response surface; not causal
xgboost,coarse,macro_f1,intercept,0.23942092502062642,0.23460729158885527,0.2441306131911638,,,,20,fixed effects,descriptive response surface; not causal
xgboost,coarse,macro_f1,log2_patient_budget,0.01583566744738578,0.014174532451332733,0.01726614641406124,0.5234531837902869,0.46854382141080747,0.5707381354312058,20,fixed effects,descriptive response surface; not causal
xgboost,coarse,macro_f1,log2_cells_per_patient,0.00739523756120128,0.006549624584218046,0.008354164466009423,0.42340329138905497,0.3749889822160256,0.47830522041259455,20,fixed effects,descriptive response surface; not causal
xgboost,coarse,macro_f1,interaction,0.0004595397191368515,-6.120243885122815e-06,0.0008244297471111011,0.04557070862838619,-0.000606920009759888,0.08175538745756546,20,fixed effects,descriptive response surface; not causal
xgboost,coarse,patient_balanced_macro_f1,intercept,0.248217608857165,0.24490207655460647,0.25162956591156543,,,,20,not applicable after pooled patient summary,descriptive response surface; not causal
xgboost,coarse,patient_balanced_macro_f1,log2_patient_budget,0.01556880664688422,0.013955549261444294,0.017080229823146616,0.661650841191792,0.5930898313247435,0.7258840504963033,20,not applicable after pooled patient summary,descriptive response surface; not causal
xgboost,coarse,patient_balanced_macro_f1,log2_cells_per_patient,0.007097856361211782,0.006421702612364541,0.007791305494912448,0.5224700229715663,0.4726986488109011,0.5735145026533649,20,not applicable after pooled patient summary,descriptive response surface; not causal
xgboost,coarse,patient_balanced_macro_f1,interaction,0.0009442321578203873,0.0006115576684085226,0.0012719195439010271,0.12038533504953601,0.07797084033170325,0.1621639966192561,20,not applicable after pooled patient summary,descriptive response surface; not causal
xgboost,coarse,mean_patient_macro_f1,intercept,0.22343244405898272,0.22075045495224307,0.22605071314997466,,,,20,not applicable after pooled patient summary,descriptive response surface; not causal
xgboost,coarse,mean_patient_macro_f1,log2_patient_budget,0.014653216912068215,0.013445144159375146,0.015902917807849838,0.6767358147388061,0.6209428715602898,0.7344512883417438,20,not applicable after pooled patient summary,descriptive response surface; not causal
xgboost,coarse,mean_patient_macro_f1,log2_cells_per_patient,0.007048155736997678,0.006472711240793765,0.007665741243815802,0.5637964042546724,0.5177654211274313,0.6131983330792726,20,not applicable after pooled patient summary,descriptive response surface; not causal
xgboost,coarse,mean_patient_macro_f1,interaction,0.0006596409539251934,0.0003605329875165057,0.0009278327893439477,0.09139344508481215,0.04995194976870669,0.1285515015042724,20,not applicable after pooled patient summary,descriptive response surface; not causal
xgboost,fine,macro_f1,intercept,0.06163268222796844,0.06032427268984535,0.06302293419775085,,,,20,fixed effects,descriptive response surface; not causal
xgboost,fine,macro_f1,log2_patient_budget,0.008939670504678277,0.008265230239920431,0.009576741314014753,0.4812664876849004,0.4449580468756533,0.5155631466787071,20,fixed effects,descriptive response surface; not causal
xgboost,fine,macro_f1,log2_cells_per_patient,0.005804617651036046,0.005412747075866975,0.006222217813928779,0.5412505550395699,0.5047106519718668,0.5801896090029198,20,fixed effects,descriptive response surface; not causal
xgboost,fine,macro_f1,interaction,0.0003732489384349971,0.00014052591130500245,0.000593345854855877,0.06028148538765188,0.022695605523856698,0.09582818809690324,20,fixed effects,descriptive response surface; not causal
xgboost,fine,patient_balanced_macro_f1,intercept,0.07153703529335174,0.07043418367865646,0.07281161462290846,,,,20,not applicable after pooled patient summary,descriptive response surface; not causal
xgboost,fine,patient_balanced_macro_f1,log2_patient_budget,0.008544604542446507,0.00793336087129522,0.00914098973877916,0.6186178004762694,0.5743645862374763,0.6617952812548332,20,not applicable after pooled patient summary,descriptive response surface; not causal
xgboost,fine,patient_balanced_macro_f1,log2_cells_per_patient,0.005197484646248794,0.00483625846654322,0.005570294408131902,0.6517548733964226,0.606457784699605,0.6985045216772393,20,not applicable after pooled patient summary,descriptive response surface; not causal
xgboost,fine,patient_balanced_macro_f1,interaction,0.0003415576102805655,0.00011175572796760222,0.000565880836520553,0.07418492566556963,0.024272890201942964,0.12290701928252781,20,not applicable after pooled patient summary,descriptive response surface; not causal
xgboost,fine,mean_patient_macro_f1,intercept,0.03955689004725114,0.03905977163864588,0.040059143513020756,,,,20,not applicable after pooled patient summary,descriptive response surface; not causal
xgboost,fine,mean_patient_macro_f1,log2_patient_budget,0.004831639560720381,0.004488843352947376,0.00513650690718087,0.47974141310424995,0.44570461564511166,0.5100121917420695,20,not applicable after pooled patient summary,descriptive response surface; not causal
xgboost,fine,mean_patient_macro_f1,log2_cells_per_patient,0.003926490389883003,0.0037033837236555523,0.004175217485903848,0.675270609214479,0.636901134323771,0.7180462385884627,20,not applicable after pooled patient summary,descriptive response surface; not causal
xgboost,fine,mean_patient_macro_f1,interaction,0.0005965711824981127,0.00045934753013119267,0.0007405956698652559,0.17770359223541493,0.13682810800040057,0.2206048746403632,20,not applicable after pooled patient summary,descriptive response surface; not causal
