model,task,metric,design,fixed_axis,fixed_value,low_patient_budget,low_cells_per_patient,high_patient_budget,high_cells_per_patient,n_subset_seeds,mean,std,q025,q975,fraction_positive,patient_clustered_bootstrap_q025,patient_clustered_bootstrap_q975
logistic_regression,fine,macro_f1,matched_cell_doubling,patient_budget,32,32,200,32,400,20,0.0024435990708166337,0.0011284286735365843,0.0007590487343664395,0.004765377117315113,1.0,0.0004490962279181925,0.004249996599222842
logistic_regression,fine,mean_patient_macro_f1,matched_cell_doubling,patient_budget,32,32,200,32,400,20,0.0010793871461609293,0.0006094966590768737,0.00018610302206275905,0.002045657924407098,1.0,,
logistic_regression,fine,macro_f1,matched_cell_doubling,patient_budget,32,32,400,32,800,20,0.0015053467786873263,0.0013889884907782896,-0.0005311215769199816,0.0037606132997430866,0.8,-0.0011236580598841274,0.006163165190561426
logistic_regression,fine,mean_patient_macro_f1,matched_cell_doubling,patient_budget,32,32,400,32,800,20,0.0010189473643334155,0.0006857656536166125,-0.00037842992018051176,0.0020016317890936084,0.9,,
logistic_regression,fine,macro_f1,matched_cell_doubling,patient_budget,32,32,800,32,1600,20,0.005859881561431176,0.0019829434207622215,0.002117604645228293,0.009549395637847834,1.0,0.0022553588529448743,0.01222992599318256
logistic_regression,fine,mean_patient_macro_f1,matched_cell_doubling,patient_budget,32,32,800,32,1600,20,0.00265156709236994,0.0007961476244518371,0.0015491209534953634,0.004163386393818332,1.0,,
xgboost,coarse,macro_f1,fixed_total_patient_doubling,total_training_cells,3200,8,400,16,200,20,0.00817788483435006,0.007183353688027111,-0.000787521933575408,0.02185013878453918,0.9,0.0020335697650438246,0.014153260709471437
xgboost,coarse,mean_patient_macro_f1,fixed_total_patient_doubling,total_training_cells,3200,8,400,16,200,20,0.009267269641109934,0.005092324920858821,0.001204915251351869,0.020274469355222882,0.95,,
xgboost,coarse,macro_f1,fixed_total_patient_doubling,total_training_cells,3200,16,200,32,100,20,0.0070849243378977664,0.006209808356936521,-0.000769279475085137,0.01807636404617325,0.85,0.002683797691007004,0.011602303247841601
xgboost,coarse,mean_patient_macro_f1,fixed_total_patient_doubling,total_training_cells,3200,16,200,32,100,20,0.005699824465918842,0.00555159638655553,-0.0028333280908758667,0.01714143570785041,0.85,,
xgboost,coarse,macro_f1,fixed_total_patient_8_to_32,total_training_cells,3200,8,400,32,100,20,0.015262809172247824,0.00792609535292538,0.0005351057087897113,0.026095123064185738,1.0,0.006131930887319161,0.02442357325215424
xgboost,coarse,mean_patient_macro_f1,fixed_total_patient_8_to_32,total_training_cells,3200,8,400,32,100,20,0.014967094107028778,0.005969803909553669,0.0062973021984284935,0.02677805771207525,1.0,,
xgboost,coarse,macro_f1,fixed_total_patient_doubling,total_training_cells,6400,8,800,16,400,20,0.008520005399847843,0.010180655664023564,-0.005677242164202184,0.027406314180925515,0.75,0.0021122168136007272,0.01518980856904777
xgboost,coarse,mean_patient_macro_f1,fixed_total_patient_doubling,total_training_cells,6400,8,800,16,400,20,0.010372206522559577,0.005957047267921902,0.0007201137534539152,0.021779404380296016,0.95,,
