model,seed,scope,patient,cells,correct,cross,within,oracle_correct,fixed_mass,cross_among_errors,cross_among_errors_n,repair_among_cross,repair_among_cross_n,fine_cross_given_coarse_correct,fine_cross_given_coarse_correct_n,fine_cross_given_coarse_wrong,fine_cross_given_coarse_wrong_n
mlp,17,1,CRC13,887,0.2547914317925592,0.45434047350620066,0.29086809470124014,0.44983089064261556,0.19503945885005636,0.6096822995461422,661,0.4292803970223325,403,0.07930367504835589,517,0.9783783783783784,370
mlp,17,1,CRC16,973,0.07810894141829394,0.7050359712230215,0.21685508735868447,0.28879753340184994,0.21068859198355602,0.7647714604236343,897,0.2988338192419825,686,0.11940298507462686,268,0.9276595744680851,705
mlp,17,1,CRC17,1047,0.15759312320916904,0.22636103151862463,0.6160458452722063,0.20057306590257878,0.04297994269340974,0.2687074829931973,882,0.189873417721519,237,0.04201680672268908,833,0.9439252336448598,214
mlp,17,1,CRC22,603,0.12271973466003316,0.6915422885572139,0.1857379767827529,0.35655058043117743,0.23383084577114427,0.7882797731568998,529,0.3381294964028777,417,0.1875,224,0.9894459102902374,379
mlp,17,1,CRC23,743,0.09421265141318977,0.7510094212651414,0.15477792732166892,0.4266487213997308,0.33243606998654107,0.8291233283803864,673,0.44265232974910396,558,0.18552036199095023,221,0.9904214559386973,522
mlp,17,1,CRC24,1275,0.06980392156862746,0.836078431372549,0.09411764705882353,0.4329411764705882,0.3631372549019608,0.8988195615514334,1186,0.4343339587242026,1066,0.24528301886792453,265,0.9910891089108911,1010
mlp,17,1,CRC25,2612,0.5444104134762634,0.028330781010719754,0.42725880551301687,0.5547473200612557,0.010336906584992343,0.06218487394957983,1190,0.36486486486486486,74,0.014002333722287048,2571,0.926829268292683,41
mlp,17,1,GC28_P_cDNA,2914,0.40768702814001373,0.3692518874399451,0.2230610844200412,0.5624571036376115,0.1547700754975978,0.6234067207415991,1726,0.4191449814126394,1076,0.09050223769269021,2011,0.9900332225913622,903
mlp,17,1,GC29_P_cDNA,2010,0.3174129353233831,0.4552238805970149,0.227363184079602,0.517910447761194,0.20049751243781094,0.6669096209912536,1372,0.44043715846994536,915,0.05332167832167832,1144,0.9861431870669746,866
mlp,17,1,GC2_P_cDNA,1331,0.07212622088655146,0.8948159278737791,0.03305785123966942,0.3245679939894816,0.25244177310293014,0.9643724696356275,1235,0.28211586901763225,1191,0.12179487179487179,156,0.9974468085106383,1175
mlp,17,1,GC30_P_cDNA,2289,0.09611183923110529,0.8278724333770205,0.07601572739187418,0.45128877238968984,0.35517693315858456,0.9159014016433059,2069,0.42902374670184695,1895,0.25766871165644173,489,0.9827777777777778,1800
mlp,17,1,GC31_P_cDNA,1645,0.26990881458966565,0.3781155015197568,0.3519756838905775,0.4243161094224924,0.15440729483282675,0.517901748542881,1201,0.40836012861736337,622,0.12596401028277635,1167,0.9937238493723849,478
mlp,17,1,GC32_P_cDNA,1335,0.3805243445692884,0.07340823970037454,0.5460674157303371,0.40299625468164796,0.02247191011235955,0.1185006045949214,827,0.30612244897959184,98,0.01984126984126984,1260,0.9733333333333334,75
