model,rank,true_subtype,predicted_subtype,mass,per_seed_mass,true_cells,true_patients
hce,13,Naive T,CD4 + Tcm-1,0.30773586451725815,"[0.29625162627060486, 0.3135345184296271, 0.31342144885154255]",17960,40
hce,14,CD16 Monocyte-2,CD14 Monocyte-1,0.23699392267046512,"[0.22871372097672343, 0.25382524145371615, 0.2284428055809557]",5142,40
hce,15,CD4 + Tcm-2,CD4 + Tcm-1,0.22864515822552534,"[0.20232945832187177, 0.23300488626495058, 0.2506011300897537]",16861,39
hce,16,CD4 + Tcm-1,CD4 + Tcm-2,0.2035238432687282,"[0.23131323947063498, 0.1718562467563775, 0.20740204357917197]",70653,40
hce,17,CD8 + CTL-1,CD4 + Tcm-2,0.1897428273970845,"[0.20625284980552405, 0.17501465119494355, 0.18796098119078591]",7303,40
hce,18,CD8 Tem-2,CD8 Tem-1,0.16289797916670923,"[0.1419170164647639, 0.18816628743517191, 0.15861063360019184]",10548,40
hce,19,pDC,CD16 Monocyte-1,0.15996533717767566,"[0.1692239285386501, 0.14453889453715701, 0.16613318845721983]",2615,40
hce,20,CD8 Tem-2,CD4 + Tcm-2,0.1508657070066074,"[0.15874174494528415, 0.13940871560906573, 0.15444666046547237]",10548,40
hce,21,Tcm,CD4 + Tcm-1,0.1379661808611075,"[0.0971430151773669, 0.13559100525826337, 0.18116452214769233]",2121,36
hce,22,CD16 Monocyte-2,CD16 Monocyte-1,0.12546605286332319,"[0.13011562519908831, 0.10881882853672137, 0.1374637048541599]",5142,40
hce,23,CD4 + Tcm-2,Naive T,0.12462798542970761,"[0.14119378666707863, 0.12494905125546753, 0.10774111836657674]",16861,39
hce,24,CD4 + Tcm-1,Cycling T,0.12073556370809267,"[0.13028720341571604, 0.12681542302619694, 0.10510406468236508]",70653,40
hce,25,CD14 Monocyte-1,cDC2,0.11643458101806864,"[0.1357206234234906, 0.09906653780147467, 0.11451658182924068]",29871,40
hce,26,CD16 Monocyte-1,cDC2,0.11479307169644588,"[0.1273286467427463, 0.09998755292859354, 0.11706301541799784]",14678,40
hce,27,CD8 + CTL-1,Naive T,0.11127031014314936,"[0.11568086413141782, 0.11064595493237944, 0.10748411136565085]",7303,40
hce,28,Plasma,Memory B-1,0.11124374502823041,"[0.11212499520908997, 0.11504608980883195, 0.10656015006676929]",2173,40
hce,29,pDC,CD14 Monocyte-1,0.10777565060044475,"[0.10288470411995489, 0.12124587916043114, 0.09919636852094818]",2615,40
hce,30,CD14 Monocyte-1,CD14 Monocyte-2,0.0976717810575144,"[0.10324639236835559, 0.10053723336616728, 0.08923171743802036]",29871,40
hce,31,CD14 Monocyte-1,CD16 Monocyte-2,0.09568722690651821,"[0.10043531906335165, 0.09448738013864216, 0.09213898151756082]",29871,40
hce,32,Memory B-2,Memory B-1,0.09241483129361555,"[0.08862208929781153, 0.09786971304046524, 0.09075269154256986]",2130,33
hce,33,Memory B-1,GCB,0.09192906696078958,"[0.10627772215880008, 0.08635401386659428, 0.08315546485697436]",23722,40
hce,34,CD8 + CTL-3,CD4 + Tcm-2,0.09089423847914163,"[0.10182471178384042, 0.07885000679429506, 0.0920079968592894]",3244,27
hce,35,CD14 Monocyte-2,CD16 Monocyte-1,0.09036226748101787,"[0.08819950194874424, 0.08101525761551913, 0.10187204287879018]",3931,40
hce,36,Naive T,CD8 + CTL-2,0.08778748351908792,"[0.09078420495421631, 0.09186761513664898, 0.08071063046639848]",17960,40
hce,37,GCB,Memory B-1,0.08369967826592122,"[0.08116980455258972, 0.0866726722224954, 0.08325655802267849]",3283,31
hce,38,CD8 Tem-2,Naive T,0.08188394271875017,"[0.08497558055754854, 0.0818196265594758, 0.07885662103922622]",10548,40
hce,39,CD14 Monocyte-3,CD14 Monocyte-1,0.07833949631167304,"[0.07166500147070094, 0.08361926748104379, 0.07973421998327443]",2977,32
hce,40,CD8 + CTL-2,CD4 + Tcm-2,0.07679463919761474,"[0.08033269763407092, 0.07217276048091378, 0.07787845947785957]",4049,33
hce,41,CD4 Monocyte-4,CD14 Monocyte-1,0.07075440286585019,"[0.06940443466353931, 0.07224077012034727, 0.07061800381366394]",1405,35
hce,42,CD4 + Tcm-2,CD8 + CTL-2,0.06932747741794866,"[0.0674821780744741, 0.07953717622538309, 0.06096307795398882]",16861,39
hce,43,CD8 + CTL-1,CD4 + Tcm-1,0.06909684946094725,"[0.0593590945388247, 0.07338730857376852, 0.07454414527024851]",7303,40
hce,44,Naive T,CD8 Tem-1,0.06670311176083298,"[0.05734824557202793, 0.07463561218937112, 0.06812547752109985]",17960,40
hce,45,CD4 + Tcm-1,Naive T,0.05568532780175612,"[0.06130465822658899, 0.051089071963175914, 0.05466225321550345]",70653,40
hce,46,CD8 + CTL-2,Naive T,0.054300808002969096,"[0.051410025615538965, 0.056049023641433764, 0.05544337475193456]",4049,33
hce,47,CD4 + Tcm-2,CD8 Tem-1,0.052736684755212725,"[0.043743505750789245, 0.05986119625849673, 0.054605352256352185]",16861,39
hce,48,CD16 Monocyte-1,CD16 Monocyte-2,0.045850351080455175,"[0.05071941138135212, 0.04803252533278724, 0.03879911652722614]",14678,40
hce,49,CD4 + Tcm-1,Tcm,0.043368224589716155,"[0.028068188284545267, 0.06136521644698498, 0.04067126903761824]",70653,40
hce,50,CD16 Monocyte-1,CD14 Monocyte-2,0.042454939390347536,"[0.0433874612383661, 0.04402565645049622, 0.039951700482180254]",14678,40
hce,51,Tcm,CD8 Tem-1,0.0401912849599579,"[0.011040902361469998, 0.06896000117523501, 0.0405729513431687]",2121,36
hce,52,CD8 + CTL-3,Naive T,0.039747119149675395,"[0.04247110354679336, 0.037624728395841675, 0.03914552550639116]",3244,27
hce,53,CD4 + Tcm-2,CD8 Tem-2,0.036989997953906395,"[0.0326707828665907, 0.03756636642333505, 0.04073284457179342]",16861,39
hce,54,Tcm,Naive T,0.036621936951894106,"[0.08675453181945471, 0.019363703417201082, 0.003747575619026538]",2121,36
hce,55,Tcm,CD4 + Tcm-2,0.035588824333351324,"[0.06262824039109985, 0.025150838820937143, 0.018987393788016976]",2121,36
hce,56,Memory B-1,Plasma,0.03526501166335306,"[0.042579526367266765, 0.021331234975557764, 0.04188427364723464]",23722,40
hce,57,CD8 + CTL-1,CD8 + CTL-2,0.0320977046704135,"[0.031601806654640525, 0.035599407046834716, 0.02909190030976526]",7303,40
hce,58,Cycling T,CD8 Tem-1,0.03205071996404673,"[0.027898837877593632, 0.037905513580875405, 0.030347808433671134]",3667,40
hce,59,CD8 Tem-1,Cycling T,0.030688355548421687,"[0.03329269699472304, 0.029338859853279213, 0.029433509797262808]",26714,40
hce,60,CD14 Monocyte-1,CD14 Monocyte-3,0.030479861679900116,"[0.03418615746929867, 0.02926032804965416, 0.027993099520747505]",29871,40
hce,61,Naive T,CD8 Tem-2,0.03044145700942359,"[0.025798231855382773, 0.031777535424727, 0.033748603748161]",17960,40
hce,62,CD8 Tem-2,CD8 + CTL-2,0.0304373115371732,"[0.033258715995346466, 0.02995120313507766, 0.02810201548109548]",10548,40
hce,63,CD14 Monocyte-1,pDC,0.029102165253350642,"[0.009899163931680556, 0.035109540360520324, 0.04229779146785102]",29871,40
hce,64,Atypical Memory B,Memory B-1,0.02767426088978689,"[0.028609100246937243, 0.027640222598144484, 0.026773459824278943]",781,34
hce,65,CD8 + CTL-3,CD4 + Tcm-1,0.027457879742986305,"[0.020231309902609858, 0.035564588355000815, 0.026577740971348233]",3244,27
hce,66,CD16 Monocyte-2,cDC2,0.026889354776543837,"[0.02594570044143251, 0.02670442182964613, 0.028017942058552882]",5142,40
hce,67,CD8 + CTL-3,Tcm,0.026813961931435093,"[0.021316321767543178, 0.032830247393807375, 0.026295316632954722]",3244,27
hce,68,Tcm,CD8 + CTL-3,0.02680527199399407,"[0.02077420057679365, 0.027012570205937416, 0.03262904519925114]",2121,36
hce,69,CD16 Monocyte-1,pDC,0.024688202758130457,"[0.01414256200353729, 0.025213417104649184, 0.0347086291662049]",14678,40
hce,70,pDC,cDC2,0.02433986098948702,"[0.02607806441256818, 0.024745308077268786, 0.02219621047862408]",2615,40
hce,71,cDC2,CD16 Monocyte-2,0.024128230228299186,"[0.026305144141562563, 0.025211190176485286, 0.020868356366849708]",7376,40
hce,72,Memory B-2,GCB,0.023712358647749777,"[0.02851482053208018, 0.021295800405090614, 0.02132645500607855]",2130,33
hce,73,CD8 Tem-1,CD4 + Tcm-2,0.02230718962026143,"[0.027634336231654056, 0.01748460405650567, 0.021802628572624574]",26714,40
hce,74,CD4 Monocyte-4,CD16 Monocyte-1,0.022062029564769787,"[0.023284142621505965, 0.019234025276239197, 0.023667920796564216]",1405,35
hce,75,cDC2,pDC,0.02144130597935613,"[0.007983524256184744, 0.019576207701764676, 0.03676418598011898]",7376,40
hce,76,CD8 + CTL-1,CD8 Tem-2,0.01932557311246473,"[0.01767684244774102, 0.018972786228512187, 0.021327090661140986]",7303,40
hce,77,CD4 + Tcm-1,CD8 Tem-2,0.01917072260910947,"[0.01568404228832358, 0.019480117948359257, 0.022348007590645567]",70653,40
hce,78,cDC2,CD14 Monocyte-2,0.0178512450696683,"[0.018912231525283714, 0.01867826004063644, 0.015963243643084737]",7376,40
hce,79,CD4 + Tcm-2,Tcm,0.016170763560476368,"[0.009552551128796083, 0.02246681906095728, 0.016492920491675743]",16861,39
hce,80,CD14 Monocyte-3,CD16 Monocyte-2,0.01616995339176753,"[0.019055865907993033, 0.014399153444495131, 0.015054840822814422]",2977,32
hce,81,CD8 + CTL-2,CD4 + Tcm-1,0.01579159788490038,"[0.014478519978043534, 0.01587439136269811, 0.01702188231395949]",4049,33
hce,82,CD4 + Tcm-2,CD8 + CTL-3,0.014502977995113076,"[0.01398538600622052, 0.014334369977479857, 0.015189178001638853]",16861,39
hce,83,CD16 Monocyte-2,CD14 Monocyte-2,0.01402390514586912,"[0.011733428320216075, 0.017279011474535314, 0.013059275642855965]",5142,40
hce,84,CD8 + CTL-1,CD8 Tem-1,0.01377900449626903,"[0.010573384792475944, 0.016825251009391546, 0.013938377686939597]",7303,40
hce,85,CD14 Monocyte-3,cDC2,0.013415935309690851,"[0.009513704642380817, 0.018761556683002452, 0.011972544603689284]",2977,32
hce,86,Naive T,Tcm,0.012995595787534784,"[0.007045906517773313, 0.018671230745293293, 0.013269650099537745]",17960,40
hce,87,CD8 Tem-1,Tcm,0.012609112459022352,"[0.010480251219698616, 0.013470823777670714, 0.013876262379697723]",26714,40
hce,88,CD8 + CTL-3,CD8 Tem-2,0.01252036753744632,"[0.011926247622903792, 0.012435974865370944, 0.013198880124064222]",3244,27
hce,89,GCB,Atypical Memory B,0.012397347439366805,"[0.0061129467665692605, 0.0149981002939027, 0.01608099525762846]",3283,31
hce,90,CD14 Monocyte-2,CD16 Monocyte-2,0.012378841268614806,"[0.012065840558042164, 0.013743034269545125, 0.011327648978257129]",3931,40
hce,91,Memory B-1,Atypical Memory B,0.011565268005907165,"[0.007175285944155175, 0.014048405709298821, 0.013472112364267496]",23722,40
hce,92,CD4 + Tcm-1,CD8 + CTL-2,0.011410208630244195,"[0.010278513454643402, 0.01519723207550094, 0.008754880360588241]",70653,40
hce,93,Cycling T,CD4 + Tcm-2,0.011170841894024439,"[0.012475867615915837, 0.00920713840065268, 0.0118295196655048]",3667,40
hce,94,CD4 + Tcm-2,Cycling T,0.010549341813583827,"[0.009523255360254121, 0.0135153003978217, 0.008609469682675662]",16861,39
hce,95,CD16 Monocyte-2,CD14 Monocyte-3,0.01047274339284302,"[0.009624457889285478, 0.010617136339171511, 0.01117663595007207]",5142,40
hce,96,Naive T,Cycling T,0.010394792999005304,"[0.009454970353722322, 0.012720341403614874, 0.00900906723967871]",17960,40
hce,97,CD8 Tem-2,Cycling T,0.010285029260921624,"[0.01138946570456797, 0.009894371470522554, 0.009571250607674347]",10548,40
hce,98,CD8 Tem-1,Naive T,0.010006544452880154,"[0.010174132329211891, 0.010085390872925244, 0.009760110156503328]",26714,40
hce,99,pDC,CD14 Monocyte-2,0.009283983429528542,"[0.008915108099072127, 0.010302401537493323, 0.008634440652020172]",2615,40
hce,100,CD8 + CTL-1,Tcm,0.009148343060852973,"[0.0051345884549556554, 0.014111498565139739, 0.00819894216246353]",7303,40
hce,101,CD8 Tem-1,CD8 Tem-2,0.00855788311731804,"[0.007279602914116523, 0.008297873588938798, 0.010096172848898797]",26714,40
hce,102,CD4 + Tcm-1,CD8 + CTL-3,0.008458393153067846,"[0.009100114037101963, 0.006813964582357137, 0.00946110083974444]",70653,40
hce,103,CD14 Monocyte-2,cDC2,0.008208103886832149,"[0.011009616772728974, 0.0057416003965304625, 0.007873094491237005]",3931,40
hce,104,pDC,CD16 Monocyte-2,0.008145521625479988,"[0.009235638817244166, 0.006726855755033614, 0.008474070304162185]",2615,40
hce,105,CD4 Monocyte-4,CD16 Monocyte-2,0.007136352391930272,"[0.007605642761802612, 0.006877859837501088, 0.006925554576487121]",1405,35
hce,106,CD8 + CTL-2,CD8 Tem-1,0.007015647602938875,"[0.006200093492948315, 0.00789213725794978, 0.006954712057918526]",4049,33
hce,107,Memory B-1,Memory B-2,0.006746417361472033,"[0.007269956838741735, 0.003177273065839891, 0.009792022179834475]",23722,40
hce,108,Naive T,CD8 + CTL-3,0.006193085406712564,"[0.005993653793153687, 0.006175504532760176, 0.0064100978942238295]",17960,40
hce,109,CD8 Tem-2,Tcm,0.006188106630358798,"[0.005364964650267171, 0.006980088005106389, 0.006219267235702832]",10548,40
hce,110,CD14 Monocyte-3,CD16 Monocyte-1,0.006130995071775512,"[0.0066052639158392405, 0.005770168708147013, 0.006017552591340278]",2977,32
hce,111,Atypical Memory B,GCB,0.005736517698917222,"[0.006662861951798003, 0.005267587003707809, 0.005279104141245854]",781,34
hce,112,CD4 + Tcm-2,CD8 + CTL-1,0.005575641971144168,"[0.004266694370716954, 0.005274186273818678, 0.007186045268896873]",16861,39
hce,113,CD8 + CTL-1,CD8 + CTL-3,0.005484744503686075,"[0.004961965586238258, 0.005148970247737155, 0.006343297677082811]",7303,40
hce,114,CD8 + CTL-3,CD8 + CTL-2,0.0051691490700478205,"[0.005170458263283878, 0.006407726216170247, 0.0039292627306893365]",3244,27
hce,115,CD8 + CTL-2,Cycling T,0.004911200475208339,"[0.0027636790623620637, 0.007977832531862138, 0.0039920898314008135]",4049,33
hce,116,Naive T,CD8 + CTL-1,0.004787270894559975,"[0.003396612063432951, 0.005286260723857744, 0.00567893989638923]",17960,40
hce,117,CD4 Monocyte-4,cDC2,0.004669783146443218,"[0.004560184457546749, 0.005353075511360399, 0.0040960894704225054]",1405,35
hce,118,CD8 + CTL-2,CD8 Tem-2,0.004591268533528092,"[0.005689645400069714, 0.002889571202146, 0.005194588998368564]",4049,33
hce,119,CD14 Monocyte-2,pDC,0.004279898313744449,"[0.0007184100928911226, 0.003592676052789891, 0.008528608795552334]",3931,40
hce,120,cDC2,CD14 Monocyte-3,0.004127867323622043,"[0.00415542816917603, 0.0034909980222211693, 0.00473717577946893]",7376,40
hce,121,CD4 Monocyte-4,CD14 Monocyte-2,0.003911407980261127,"[0.003760048285017809, 0.004331292354080007, 0.0036428833016855624]",1405,35
hce,122,Erythrocyte,platelet,0.0038679578471134597,"[0.004443511348840421, 0.0042548813548542504, 0.002905480837645709]",65,6
hce,123,CD8 Tem-2,CD8 + CTL-3,0.0035953782271328006,"[0.0025924117811673727, 0.0045517307451332124, 0.0036419921550978167]",10548,40
hce,124,CD16 Monocyte-1,CD14 Monocyte-3,0.003580543468550809,"[0.003004788073112448, 0.0037545331509049964, 0.003982309181634982]",14678,40
hce,125,CD8 + CTL-1,Cycling T,0.0035630896647029855,"[0.003320516057395873, 0.0041589636145531956, 0.003209789322159889]",7303,40
hce,126,Cycling T,CD8 + CTL-2,0.0033591346761902966,"[0.0032412346397832368, 0.0038777191330465082, 0.0029584502557411458]",3667,40
hce,127,CD4 Monocyte-4,CD14 Monocyte-3,0.0032871981640898943,"[0.004247272015915749, 0.002766316909537271, 0.002848005566816664]",1405,35
hce,128,Cycling T,Naive T,0.002765181014999722,"[0.0025186031541321163, 0.002446392627958371, 0.00333054726290868]",3667,40
hce,129,CD8 Tem-2,CD8 + CTL-1,0.002375526238060362,"[0.0028442400207228484, 0.0018808556727807457, 0.0024014830206774917]",10548,40
hce,130,CD8 + CTL-2,CD8 + CTL-1,0.002225892639691083,"[0.0018191416846262617, 0.0029864173207768585, 0.0018721189136701277]",4049,33
hce,131,Atypical Memory B,Plasma,0.0021034480572129596,"[0.002604335205183866, 0.0011464155598857305, 0.002559593406569282]",781,34
hce,132,CD16 Monocyte-2,pDC,0.0020425363876197013,"[0.0008922102819358176, 0.0016600345415200913, 0.0035753643394031954]",5142,40
hce,133,CD14 Monocyte-1,CD4 Monocyte-4,0.002020989675427074,"[0.0008494990939804834, 0.002872461635778872, 0.002341008296521867]",29871,40
hce,134,Memory B-2,Atypical Memory B,0.0019464461623297155,"[0.0015907241398466286, 0.0018348569506225348, 0.0024137573965199825]",2130,33
hce,135,Tcm,CD8 + CTL-1,0.0017384327360256753,"[0.0016047071409467772, 0.001337255950788981, 0.002273335116341268]",2121,36
hce,136,CD4 + Tcm-1,CD8 + CTL-1,0.0016648789433438057,"[0.0011161111430820143, 0.001079888988965159, 0.002798636697984243]",70653,40
hce,137,GCB,Plasma,0.0015601834041373555,"[0.0023341048595338486, 0.0007284640825855522, 0.0016179812702926657]",3283,31
hce,138,Plasma,Atypical Memory B,0.001359586139877797,"[0.0005167261231776239, 0.0022377130788626513, 0.001324319217593116]",2173,40
hce,139,CD8 + CTL-2,CD8 + CTL-3,0.0013120011688553899,"[0.0012896390718589116, 0.0011559134767800134, 0.0014904509579272444]",4049,33
hce,140,Memory B-2,Plasma,0.00125521031558203,"[0.0013705772581160789, 0.0004342587350203697, 0.001960794953609642]",2130,33
hce,141,CD8 + CTL-3,CD8 + CTL-1,0.001222495276306794,"[0.0017048078998889247, 0.0006764470559289014, 0.001286230873102556]",3244,27
hce,142,CD8 Tem-1,CD8 + CTL-2,0.0011662795648603598,"[0.0012762814938686814, 0.0013043316718049712, 0.0009182255289074263]",26714,40
hce,143,CD14 Monocyte-3,CD14 Monocyte-2,0.001155780104210725,"[0.0016247824477006734, 0.0009995043217296375, 0.0008430535432018641]",2977,32
hce,144,GCB,Memory B-2,0.0011554829246078159,"[0.0009219530733277453, 0.0003977548945949529, 0.002146740805900749]",3283,31
hce,145,pDC,CD14 Monocyte-3,0.0011481208652699164,"[0.0012634799830609751, 0.0010725768250608517, 0.0011083057876879222]",2615,40
hce,146,CD4 Monocyte-4,pDC,0.0009616474262667739,"[0.00013388673182487614, 0.001880708339635749, 0.0008703472073396961]",1405,35
hce,147,CD14 Monocyte-2,CD14 Monocyte-3,0.0008596347085491254,"[0.0008993509978298678, 0.00085142358405894, 0.0008281295437585679]",3931,40
hce,148,Plasma,GCB,0.0008542287278086582,"[0.001004950264071919, 0.0008559310166142973, 0.000701804902739758]",2173,40
hce,149,Cycling T,CD8 Tem-2,0.0007908810584524106,"[0.0005335021011429715, 0.0008393072395803094, 0.0009998338346339508]",3667,40
hce,150,Tcm,Cycling T,0.0007828118263840496,"[0.0007893684564497241, 0.0009223755113443894, 0.0006366915113580356]",2121,36
hce,151,Cycling T,Tcm,0.0007779679477205539,"[0.00046678076863233234, 0.0012447487163528862, 0.0006223743581764431]",3667,40
hce,152,CD8 + CTL-3,Cycling T,0.0007497045682601544,"[0.00040556575013560525, 0.0008723465187679377, 0.0009712014358769204]",3244,27
hce,153,CD16 Monocyte-1,CD4 Monocyte-4,0.0006234078151296983,"[0.0005239176038431698, 0.0005769202115810437, 0.0007693856299648813]",14678,40
hce,154,CD8 + CTL-2,Tcm,0.0005360490124329268,"[0.00031118717908822156, 0.0006745855000341156, 0.0006223743581764431]",4049,33
hce,155,CD8 + CTL-3,CD8 Tem-1,0.0005012578057602076,"[0.00030935033948136686, 0.0004386216104866542, 0.0007558014673126019]",3244,27
hce,156,cDC2,CD4 Monocyte-4,0.00048402544223704854,"[0.0006890572561831401, 5.2211141857672424e-05, 0.000710807928670333]",7376,40
hce,157,CD8 Tem-1,CD8 + CTL-3,0.0003894989632150048,"[0.0005849819170781606, 0.0004941610247409534, 8.935394782590036e-05]",26714,40
hce,158,CD16 Monocyte-2,CD4 Monocyte-4,0.000290752192656642,"[0.0001181568026331934, 0.0004930440660483704, 0.00026105570928836215]",5142,40
hce,159,Cycling T,CD8 + CTL-1,0.0002625819822080782,"[0.0002960773860004196, 0.0003347945719955205, 0.00015687398862829436]",3667,40
hce,160,CD8 Tem-1,CD8 + CTL-1,0.0002608130384836806,"[0.0001181568026331934, 0.0001859367369365705, 0.0004783455758812778]",26714,40
hce,161,Tcm,CD8 Tem-2,0.00025950299183321083,"[0.00024368958517807755, 0.0003785558104708894, 0.0001562635798506655]",2121,36
hce,162,Cycling T,CD8 + CTL-3,0.00023722744448963492,"[0.0001779205833672262, 0.0002221155716555543, 0.00031164617844612425]",3667,40
hce,163,CD14 Monocyte-3,pDC,0.00020826911642949408,"[0.00025205609768958587, 0.0, 0.0003727512515988964]",2977,32
hce,164,Tcm,CD8 + CTL-2,0.00020012050953686724,"[0.0002130022522857935, 0.0002970413572496637, 9.03179190751445e-05]",2121,36
hce,165,CD14 Monocyte-2,CD4 Monocyte-4,0.00014025689158645195,"[4.6733339564445275e-05, 0.00013189132155104195, 0.00024214601364386858]",3931,40
hce,166,CD14 Monocyte-3,CD4 Monocyte-4,0.000125746173764102,"[4.4194988288328104e-05, 0.00019949459688974944, 0.00013354893611422847]",2977,32
hce,167,platelet,Erythrocyte,0.00010853052983318208,"[0.00015069611443122485, 0.0, 0.00017489547506832143]",1574,38
hce,168,Plasma,Memory B-2,9.982142878798715e-05,"[4.4194988288328104e-05, 0.00010553715489365261, 0.00014973214318198073]",2173,40
hce,169,pDC,CD4 Monocyte-4,6.714084646274591e-05,"[0.0, 0.00020142253938823773, 0.0]",2615,40
hce,170,Atypical Memory B,Memory B-2,6.46423771567696e-05,"[4.4194988288328104e-05, 4.4194988288328104e-05, 0.00010553715489365261]",781,34
cascade,1,CD8 Tem-1,CD4 + Tcm-1,2.656546562947549,"[2.578412068338582, 2.6367592024423696, 2.7544684180616947]",26714,40
cascade,2,CD4 + Tcm-1,CD8 Tem-1,1.1494639102841033,"[1.1751325160361152, 1.1994657776076454, 1.0737934372085502]",70653,40
cascade,3,CD16 Monocyte-1,CD14 Monocyte-1,0.8645707737369546,"[0.9214098823401617, 0.8944661761047211, 0.7778362627659812]",14678,40
cascade,4,CD14 Monocyte-1,CD16 Monocyte-1,0.7018462533492832,"[0.6928213960716644, 0.6757134458997099, 0.7370039180764758]",29871,40
cascade,5,CD56 NK,CD16 NK,0.6007012366227755,"[0.6107354475363227, 0.5808260179447251, 0.6105422443872786]",38442,40
cascade,6,CD8 Tem-2,CD4 + Tcm-1,0.41138793640874094,"[0.3955429970202393, 0.40983523955716206, 0.42878557264882144]",10548,40
cascade,7,cDC2,CD14 Monocyte-1,0.3985682209847516,"[0.4379244671618626, 0.4002885255027189, 0.35749167028967305]",7376,40
cascade,8,Naive T,CD4 + Tcm-2,0.3947997074547096,"[0.3946027801482238, 0.3678041996557948, 0.4219921425601101]",17960,40
cascade,9,cDC2,CD16 Monocyte-1,0.39477301742729626,"[0.38496273654134255, 0.3816434181145853, 0.41771289762596087]",7376,40
cascade,10,CD14 Monocyte-2,CD14 Monocyte-1,0.3884403975179427,"[0.3863647377224329, 0.3874729934370219, 0.3914834613943733]",3931,40
cascade,11,Cycling T,CD4 + Tcm-1,0.38572912035246687,"[0.38561732378218777, 0.3894046390690177, 0.3821653982061952]",3667,40
cascade,12,CD16 NK,CD56 NK,0.35690378165645836,"[0.3629387490312418, 0.3599537000166432, 0.3478188959214899]",58507,40
cascade,13,Naive T,CD4 + Tcm-1,0.3071799278802056,"[0.31305300501507183, 0.30448361326390583, 0.30400316536163946]",17960,40
cascade,14,CD4 + Tcm-2,CD4 + Tcm-1,0.24087499585165717,"[0.24491440785014124, 0.2521787250843019, 0.22553185462052844]",16861,39
cascade,15,CD16 Monocyte-2,CD14 Monocyte-1,0.23591995993479373,"[0.23556056330430566, 0.2486427244178957, 0.22355659208218]",5142,40
cascade,16,CD4 + Tcm-1,CD4 + Tcm-2,0.21284552246988575,"[0.18670518269022854, 0.21606044893104745, 0.23577093578838126]",70653,40
cascade,17,CD8 + CTL-1,CD4 + Tcm-2,0.19412586605138196,"[0.19110358762285734, 0.18235302044759955, 0.20892099008368906]",7303,40
cascade,18,Tcm,CD4 + Tcm-1,0.19279218981011162,"[0.18063289632298765, 0.20337711667583222, 0.19436655643151504]",2121,36
cascade,19,CD8 Tem-2,CD8 Tem-1,0.17493273846941207,"[0.19288601451056808, 0.1787773466971914, 0.1531348542004768]",10548,40
cascade,20,pDC,CD16 Monocyte-1,0.16542945442979887,"[0.16226561126063455, 0.16357253171124475, 0.17045022031751722]",2615,40
cascade,21,CD8 Tem-2,CD4 + Tcm-2,0.15614623352020837,"[0.15693177929350974, 0.14448656535125987, 0.16702035591585554]",10548,40
cascade,22,CD16 Monocyte-2,CD16 Monocyte-1,0.13486679778255314,"[0.14792254157479345, 0.120509855647759, 0.13616799612510697]",5142,40
cascade,23,CD4 + Tcm-2,Naive T,0.12736724477850778,"[0.10808129388383692, 0.15001455159633936, 0.12400588885534708]",16861,39
cascade,24,CD4 + Tcm-1,Cycling T,0.1259825281245103,"[0.11993145412006197, 0.10229454759054314, 0.15572158266292582]",70653,40
cascade,25,CD16 Monocyte-1,cDC2,0.12296576579602747,"[0.08925553680330743, 0.11720978459959541, 0.16243197598517958]",14678,40
cascade,26,CD14 Monocyte-1,cDC2,0.11984662254497465,"[0.08854767148777579, 0.11493880717188282, 0.15605338897526527]",29871,40
cascade,27,CD8 + CTL-1,Naive T,0.1143588266704999,"[0.10567563235503963, 0.12411267158404671, 0.11328817607241337]",7303,40
cascade,28,Memory B-1,GCB,0.11405397552586337,"[0.11302479888889891, 0.11287987081721146, 0.11625725687147972]",23722,40
cascade,29,pDC,CD14 Monocyte-1,0.11375665649513884,"[0.12156699708141654, 0.11327698674483436, 0.10642598565916568]",2615,40
cascade,30,Plasma,Memory B-1,0.11127622048466694,"[0.1121464431372527, 0.10611110353239037, 0.11557111478435775]",2173,40
cascade,31,CD14 Monocyte-1,CD14 Monocyte-2,0.10592587179390485,"[0.11721827182640751, 0.11559072353773754, 0.08496862001756951]",29871,40
cascade,32,CD8 + CTL-3,CD4 + Tcm-2,0.09806213875690147,"[0.08297685085830575, 0.10010478359630287, 0.11110478181609583]",3244,27
cascade,33,CD14 Monocyte-2,CD16 Monocyte-1,0.09210714252934565,"[0.0867242507225197, 0.0900468309446269, 0.09955034592089038]",3931,40
cascade,34,CD8 Tem-2,Naive T,0.08621482046925673,"[0.07941005225672626, 0.09403210839182537, 0.08520230075921854]",10548,40
cascade,35,CD14 Monocyte-1,CD16 Monocyte-2,0.08588439781932317,"[0.06434092108996516, 0.09856505746556721, 0.09474721490243712]",29871,40
cascade,36,Memory B-2,Memory B-1,0.08351625358420207,"[0.08335431873965846, 0.08262359774361255, 0.08457084426933514]",2130,33
cascade,37,Naive T,CD8 + CTL-2,0.08289059649896752,"[0.06518275652593292, 0.10794887881999961, 0.07554015415097007]",17960,40
cascade,38,GCB,Memory B-1,0.07945579809090546,"[0.07960723296935891, 0.07999071099792375, 0.0787694503054337]",3283,31
cascade,39,CD8 + CTL-2,CD4 + Tcm-2,0.07652434377486028,"[0.07761752198784674, 0.06994402721928374, 0.08201148211745043]",4049,33
cascade,40,CD14 Monocyte-3,CD14 Monocyte-1,0.075457932339948,"[0.08599530952777573, 0.07213022414532497, 0.06824826334674333]",2977,32
