actual_contributing_patients,fit_seconds,fold,inference_seconds,mean_class_donor_coverage,min_class_donor_coverage,model,n_classes,n_test_cells,n_train_cells,observed_class_count,patient_budget,protocol_hash,seed,status,task,total,unseen_at_training_class_count,wall_seconds
32,87.97836611699313,2,3.4009955674409866,26.666666666666668,2,xgboost,39,148259,6400,39,32,21f5dbe4f5a61997,1,success,fine,6400,0,91.57815830782056
8,10.261410802602768,2,0.28526289854198694,8.0,8,xgboost,5,148259,6400,5,8,21f5dbe4f5a61997,1,success,coarse,6400,0,10.71834693197161
8,82.43384382408112,2,10.722323706373572,7.461538461538462,2,xgboost,39,148259,6400,39,8,21f5dbe4f5a61997,1,success,fine,6400,0,93.31450510304421
16,10.976037550717592,2,0.3004192244261503,16.0,16,xgboost,5,148259,6400,5,16,21f5dbe4f5a61997,2,success,coarse,6400,0,11.473312532529235
16,84.15368817001581,2,3.0682367766276,14.282051282051283,1,xgboost,39,148259,6400,39,16,21f5dbe4f5a61997,2,success,fine,6400,0,87.40314537193626
32,10.747716926969588,2,0.5753367347642779,32.0,32,xgboost,5,148259,6400,5,32,21f5dbe4f5a61997,2,success,coarse,6400,0,11.552478699944913
32,83.96100468654186,2,2.936044406145811,26.41025641025641,1,xgboost,39,148259,6400,39,32,21f5dbe4f5a61997,2,success,fine,6400,0,87.09365392383188
8,9.837299662642181,2,0.29782831855118275,8.0,8,xgboost,5,148259,6400,5,8,21f5dbe4f5a61997,2,success,coarse,6400,0,10.320701504126191
8,84.41231842059642,2,2.883923990651965,7.230769230769231,1,xgboost,39,148259,6400,39,8,21f5dbe4f5a61997,2,success,fine,6400,0,87.45295103173703
16,12.823385343886912,2,0.35981055721640587,16.0,16,xgboost,5,148259,6400,5,16,21f5dbe4f5a61997,3,success,coarse,6400,0,13.355224170722067
16,87.16128645278513,2,2.9991696905344725,14.205128205128204,1,xgboost,39,148259,6400,39,16,21f5dbe4f5a61997,3,success,fine,6400,0,90.33266033045948
32,12.755253854207695,2,0.4765980364754796,29.8,21,xgboost,5,148259,6400,5,32,21f5dbe4f5a61997,3,success,coarse,6400,0,13.420307763852179
32,91.14725576899946,2,2.8816768983379006,26.692307692307693,1,xgboost,39,148259,6400,39,32,21f5dbe4f5a61997,3,success,fine,6400,0,94.22020375262946
8,9.140076709911227,2,0.49476168118417263,8.0,8,xgboost,5,148259,6400,5,8,21f5dbe4f5a61997,3,success,coarse,6400,0,9.831090877763927
8,84.64862248394638,2,2.899972357787192,7.410256410256411,1,xgboost,39,148259,6400,39,8,21f5dbe4f5a61997,3,success,fine,6400,0,87.71069100871682
16,8.834113281220198,2,0.2858544811606407,16.0,16,xgboost,5,148259,6400,5,16,21f5dbe4f5a61997,4,success,coarse,6400,0,9.286501651629806
16,88.1076940484345,2,2.8500541197136045,14.487179487179487,2,xgboost,39,148259,6400,39,16,21f5dbe4f5a61997,4,success,fine,6400,0,91.13334256410599
32,10.208344508893788,2,0.40966244600713253,31.8,31,xgboost,5,148259,6400,5,32,21f5dbe4f5a61997,4,success,coarse,6400,0,10.828587502241135
32,86.83749278914183,2,3.0067351339384913,27.23076923076923,2,xgboost,39,148259,6400,39,32,21f5dbe4f5a61997,4,success,fine,6400,0,90.03031646553427
8,10.201825276017189,2,0.4429506491869688,8.0,8,xgboost,5,148259,6400,5,8,21f5dbe4f5a61997,4,success,coarse,6400,0,10.800755135715008
8,87.38881563674659,2,2.9035935634747148,7.435897435897436,2,xgboost,39,148259,6400,39,8,21f5dbe4f5a61997,4,success,fine,6400,0,90.4544218648225
16,10.159876299090683,2,0.3201965354382992,16.0,16,xgboost,5,148259,6400,5,16,21f5dbe4f5a61997,5,success,coarse,6400,0,10.687288560904562
16,71.10163955017924,2,1.7938836943358183,14.64102564102564,1,xgboost,39,148259,6400,39,16,21f5dbe4f5a61997,5,success,fine,6400,0,73.10829637944698
32,10.515606875531375,2,0.32058010622859,32.0,32,xgboost,5,148259,6400,5,32,21f5dbe4f5a61997,5,success,coarse,6400,0,11.035873674787581
32,67.3480926528573,2,1.7539432207122445,27.102564102564102,1,xgboost,39,148259,6400,39,32,21f5dbe4f5a61997,5,success,fine,6400,0,69.29387340415269
8,10.00499577075243,2,0.3099274421110749,8.0,8,xgboost,5,148259,6400,5,8,21f5dbe4f5a61997,5,success,coarse,6400,0,10.470325683243573
8,90.19343866966665,2,2.959947935305536,7.435897435897436,1,xgboost,39,148259,6400,39,8,21f5dbe4f5a61997,5,success,fine,6400,0,93.31035955436528
16,10.298121951520443,2,0.31047320645302534,16.0,16,xgboost,5,148259,6400,5,16,21f5dbe4f5a61997,6,success,coarse,6400,0,10.818004357628524
16,86.47127466648817,2,2.2770510483533144,14.333333333333334,1,xgboost,39,148259,6400,39,16,21f5dbe4f5a61997,6,success,fine,6400,0,88.96071662381291
32,11.604767367243767,2,0.3161410829052329,31.8,31,xgboost,5,148259,6400,5,32,21f5dbe4f5a61997,6,success,coarse,6400,0,12.11027590278536
32,78.27790716197342,2,2.7044351641088724,26.05128205128205,1,xgboost,39,148259,6400,39,32,21f5dbe4f5a61997,6,success,fine,6400,0,81.17707073967904
8,9.932824729010463,2,0.30190880596637726,8.0,8,xgboost,5,148259,6400,5,8,21f5dbe4f5a61997,6,success,coarse,6400,0,10.389791131950915
8,77.12040199432522,2,3.3920480413362384,7.410256410256411,1,xgboost,39,148259,6400,39,8,21f5dbe4f5a61997,6,success,fine,6400,0,80.67121120076627
16,9.614807467907667,2,0.30892488453537226,15.8,15,xgboost,5,148259,6400,5,16,21f5dbe4f5a61997,7,success,coarse,6400,0,10.093437816016376
16,74.36285882536322,2,1.9594718245789409,14.102564102564102,1,xgboost,39,148259,6400,39,16,21f5dbe4f5a61997,7,success,fine,6400,0,76.50115771684796
