permutation,seed,patient_accuracy,patient_macro_f1
821,42,0.225,0.19544159544159542
822,42,0.05,0.05113636363636364
823,42,0.2,0.18935998641880994
824,42,0.275,0.2674963924963925
825,42,0.1,0.09067460317460317
826,42,0.025,0.020833333333333332
827,42,0.125,0.13194444444444445
828,42,0.275,0.2782051282051282
829,42,0.075,0.0701058201058201
830,42,0.1,0.09286791639732817
831,42,0.2,0.18253968253968256
832,42,0.075,0.06944444444444443
833,42,0.15,0.12287581699346406
834,42,0.1,0.09874044084570399
835,42,0.125,0.12089558045440398
836,42,0.225,0.21083818142641672
837,42,0.175,0.16734006734006734
838,42,0.175,0.1432461873638344
839,42,0.25,0.2565850815850816
840,42,0.1,0.07962962962962962
841,42,0.15,0.13001813001813
842,42,0.2,0.19707329707329704
843,42,0.05,0.04183006535947712
844,42,0.175,0.17647907647907646
845,42,0.25,0.24123093681917215
846,42,0.125,0.1130252100840336
847,42,0.225,0.22112332112332111
848,42,0.075,0.06984126984126983
849,42,0.2,0.19017094017094016
850,42,0.075,0.07222222222222223
851,42,0.2,0.1616059379217274
852,42,0.075,0.06286549707602339
853,42,0.275,0.25340487972066916
854,42,0.15,0.1417797888386124
855,42,0.175,0.17727272727272728
856,42,0.125,0.1420634920634921
857,42,0.225,0.2171296296296296
858,42,0.225,0.21587301587301586
859,42,0.2,0.19047619047619047
860,42,0.15,0.14444444444444446
861,42,0.225,0.21286121286121285
862,42,0.1,0.09653092006033183
863,42,0.125,0.1074074074074074
864,42,0.175,0.16244588744588742
865,42,0.2,0.17857142857142858
866,42,0.15,0.14273689273689272
867,42,0.05,0.05555555555555555
868,42,0.075,0.06796906796906797
869,42,0.1,0.07539682539682539
870,42,0.075,0.07539682539682539
871,42,0.15,0.1214574898785425
872,42,0.2,0.19368131868131866
873,42,0.025,0.022222222222222223
874,42,0.05,0.05128205128205129
875,42,0.05,0.04945054945054945
876,42,0.125,0.10124269005847952
877,42,0.125,0.10857563489142437
878,42,0.1,0.09434697855750486
879,42,0.1,0.08270676691729323
880,42,0.075,0.0626984126984127
881,42,0.1,0.10833333333333334
882,42,0.175,0.1553946053946054
883,42,0.075,0.07633477633477634
884,42,0.1,0.07380952380952381
885,42,0.275,0.27031342840166367
886,42,0.15,0.13194444444444445
887,42,0.075,0.06869658119658119
888,42,0.2,0.1543859649122807
889,42,0.15,0.12850140056022408
890,42,0.1,0.10215924426450744
891,42,0.15,0.17008547008547006
892,42,0.175,0.15668677727501257
893,42,0.125,0.1288156288156288
894,42,0.25,0.22944832944832946
895,42,0.175,0.1791958041958042
896,42,0.35,0.3608940079528315
897,42,0.125,0.09629629629629628
898,42,0.2,0.19921004921004923
899,42,0.175,0.1488095238095238
900,42,0.125,0.10972222222222222
901,42,0.1,0.09365079365079365
902,42,0.025,0.022222222222222223
903,42,0.15,0.13724747474747476
904,42,0.15,0.1388888888888889
905,42,0.1,0.09477218687745004
906,42,0.075,0.07474747474747474
907,42,0.075,0.07212475633528265
908,42,0.125,0.1111111111111111
909,42,0.15,0.12827260458839404
910,42,0.225,0.25555555555555554
911,42,0.125,0.11430726136608489
912,42,0.1,0.07936507936507936
913,42,0.175,0.1677910052910053
914,42,0.075,0.08158508158508158
915,42,0.075,0.07335858585858586
916,42,0.15,0.14405270655270655
917,42,0.325,0.292022792022792
918,42,0.05,0.046474358974358976
919,42,0.15,0.13040935672514617
920,42,0.125,0.12494588744588743
921,42,0.125,0.12927595280536455
922,42,0.05,0.031746031746031744
923,42,0.075,0.07380952380952381
924,42,0.1,0.09114959114959115
925,42,0.125,0.12222222222222223
926,42,0.125,0.12256493506493504
927,42,0.275,0.23969102792632202
928,42,0.05,0.05158730158730159
929,42,0.175,0.15922404049339034
930,42,0.1,0.08095238095238096
931,42,0.125,0.12301587301587301
932,42,0.225,0.22499999999999998
933,42,0.15,0.13278388278388278
934,42,0.225,0.2313325563325563
935,42,0.1,0.09558080808080809
936,42,0.075,0.07083333333333332
937,42,0.15,0.14757696007696008
938,42,0.1,0.0866013071895425
939,42,0.125,0.12136752136752137
940,42,0.15,0.16783216783216784
941,42,0.175,0.19493251846193024
942,42,0.05,0.04738562091503268
943,42,0.125,0.12080076785959142
944,42,0.075,0.0625
945,42,0.025,0.017543859649122806
946,42,0.2,0.17763772175536877
947,42,0.2,0.19645909645909643
948,42,0.075,0.07692307692307693
949,42,0.2,0.16097937150568728
950,42,0.1,0.08465608465608465
951,42,0.075,0.06905839258780434
952,42,0.175,0.1685185185185185
953,42,0.125,0.09398496240601502
954,42,0.075,0.06127450980392157
955,42,0.0,0.0
956,42,0.15,0.14384920634920634
957,42,0.3,0.27077067669172933
958,42,0.175,0.16393467643467644
959,42,0.3,0.2943343206501101
960,42,0.175,0.16254578754578755
961,42,0.175,0.1645970988076251
962,42,0.125,0.11011904761904762
963,42,0.225,0.2249851455733809
964,42,0.225,0.2301217301217301
965,42,0.2,0.21204212454212454
966,42,0.075,0.06882591093117409
967,42,0.175,0.18472222222222223
968,42,0.05,0.06060606060606061
969,42,0.125,0.11984126984126985
970,42,0.125,0.12380952380952381
971,42,0.4,0.39074074074074067
972,42,0.175,0.17350427350427347
973,42,0.15,0.12768865121806297
974,42,0.15,0.13032581453634084
975,42,0.1,0.09738562091503267
976,42,0.275,0.25525454937219644
977,42,0.2,0.19049773755656108
978,42,0.225,0.22048229548229548
979,42,0.1,0.09446693657219973
980,42,0.075,0.0698005698005698
981,42,0.1,0.09761072261072261
982,42,0.125,0.11049257759784076
983,42,0.075,0.05469556243550052
984,42,0.075,0.07008547008547009
985,42,0.1,0.09523809523809523
986,42,0.175,0.16451355661881975
987,42,0.15,0.14916564916564914
988,42,0.25,0.23198370257193787
989,42,0.125,0.12815425315425316
990,42,0.15,0.12222222222222223
991,42,0.225,0.21007286487162646
992,42,0.15,0.1537037037037037
993,42,0.175,0.13366013071895425
994,42,0.15,0.1611111111111111
995,42,0.2,0.18818681318681318
996,42,0.0,0.0
997,42,0.1,0.08927738927738928
998,42,0.225,0.2113997113997114
999,42,0.1,0.10000000000000002
