B,repeat,model,patient_macro_f1,patient_accuracy,aptamers
20,34,LR,0.9720279720279721,0.975,APT-18;APT-20;APT-35;APT-44;APT-61;APT-76;APT-78;APT-86;APT-93;APT-100;APT-109;APT-117;APT-137;APT-138;APT-143;APT-185;APT-218;APT-234;APT-239;APT-288
20,35,LR,1.0,1.0,APT-03;APT-10;APT-20;APT-26;APT-62;APT-72;APT-83;APT-95;APT-116;APT-122;APT-146;APT-176;APT-179;APT-186;APT-202;APT-221;APT-223;APT-245;APT-251;APT-270
20,36,LR,0.9521367521367522,0.95,APT-18;APT-37;APT-44;APT-46;APT-47;APT-63;APT-69;APT-108;APT-120;APT-155;APT-174;APT-193;APT-215;APT-222;APT-227;APT-235;APT-263;APT-265;APT-278;APT-290
20,37,LR,1.0,1.0,APT-13;APT-14;APT-31;APT-41;APT-73;APT-90;APT-101;APT-102;APT-118;APT-128;APT-140;APT-144;APT-185;APT-197;APT-224;APT-246;APT-250;APT-259;APT-269;APT-288
20,38,LR,1.0,1.0,APT-24;APT-30;APT-56;APT-60;APT-61;APT-70;APT-81;APT-101;APT-121;APT-135;APT-154;APT-161;APT-162;APT-176;APT-213;APT-225;APT-246;APT-255;APT-274;APT-289
20,39,LR,1.0,1.0,APT-15;APT-28;APT-43;APT-65;APT-66;APT-74;APT-88;APT-91;APT-109;APT-125;APT-134;APT-138;APT-155;APT-162;APT-179;APT-209;APT-218;APT-241;APT-254;APT-276
20,40,LR,0.9737373737373738,0.975,APT-39;APT-40;APT-43;APT-69;APT-77;APT-86;APT-87;APT-97;APT-112;APT-114;APT-127;APT-143;APT-147;APT-158;APT-185;APT-190;APT-199;APT-251;APT-268;APT-288
20,41,LR,0.9235294117647058,0.925,APT-16;APT-23;APT-25;APT-27;APT-49;APT-91;APT-107;APT-118;APT-124;APT-131;APT-149;APT-169;APT-171;APT-173;APT-182;APT-191;APT-235;APT-267;APT-277;APT-291
20,42,LR,0.9504273504273505,0.95,APT-21;APT-69;APT-75;APT-96;APT-98;APT-101;APT-105;APT-128;APT-138;APT-148;APT-162;APT-166;APT-174;APT-183;APT-190;APT-235;APT-241;APT-262;APT-274;APT-287
20,43,LR,0.9505494505494506,0.95,APT-01;APT-29;APT-33;APT-48;APT-69;APT-79;APT-92;APT-107;APT-113;APT-123;APT-135;APT-144;APT-153;APT-188;APT-203;APT-211;APT-224;APT-250;APT-280;APT-287
20,44,LR,1.0,1.0,APT-24;APT-26;APT-48;APT-57;APT-70;APT-73;APT-88;APT-90;APT-106;APT-118;APT-119;APT-133;APT-148;APT-149;APT-176;APT-214;APT-224;APT-240;APT-244;APT-291
20,45,LR,1.0,1.0,APT-03;APT-10;APT-13;APT-35;APT-36;APT-39;APT-44;APT-86;APT-94;APT-95;APT-115;APT-136;APT-141;APT-166;APT-171;APT-176;APT-196;APT-224;APT-239;APT-255
20,46,LR,1.0,1.0,APT-02;APT-36;APT-38;APT-82;APT-94;APT-103;APT-105;APT-123;APT-125;APT-144;APT-146;APT-151;APT-156;APT-160;APT-174;APT-197;APT-203;APT-217;APT-251;APT-274
20,47,LR,1.0,1.0,APT-04;APT-35;APT-45;APT-59;APT-65;APT-92;APT-101;APT-106;APT-132;APT-143;APT-144;APT-145;APT-148;APT-149;APT-183;APT-200;APT-203;APT-217;APT-269;APT-291
20,48,LR,1.0,1.0,APT-02;APT-08;APT-26;APT-40;APT-50;APT-55;APT-59;APT-66;APT-86;APT-94;APT-108;APT-117;APT-151;APT-165;APT-171;APT-208;APT-218;APT-223;APT-241;APT-287
20,49,LR,0.9760683760683762,0.975,APT-05;APT-06;APT-21;APT-34;APT-46;APT-49;APT-50;APT-58;APT-87;APT-96;APT-116;APT-127;APT-167;APT-198;APT-207;APT-248;APT-265;APT-278;APT-279;APT-288
20,50,LR,0.9523809523809524,0.95,APT-14;APT-36;APT-78;APT-91;APT-111;APT-125;APT-132;APT-137;APT-162;APT-164;APT-198;APT-202;APT-214;APT-226;APT-237;APT-255;APT-257;APT-270;APT-291;APT-293
20,51,LR,0.9244089244089243,0.925,APT-03;APT-17;APT-19;APT-33;APT-37;APT-65;APT-111;APT-112;APT-136;APT-140;APT-154;APT-158;APT-167;APT-222;APT-227;APT-230;APT-252;APT-253;APT-269;APT-286
20,52,LR,0.9760683760683762,0.975,APT-02;APT-53;APT-54;APT-59;APT-65;APT-72;APT-77;APT-122;APT-131;APT-158;APT-168;APT-196;APT-209;APT-224;APT-235;APT-240;APT-274;APT-277;APT-282;APT-283
20,53,LR,1.0,1.0,APT-20;APT-25;APT-36;APT-38;APT-43;APT-47;APT-70;APT-80;APT-83;APT-92;APT-108;APT-113;APT-126;APT-127;APT-171;APT-186;APT-193;APT-270;APT-278;APT-284
20,54,LR,1.0,1.0,APT-12;APT-24;APT-31;APT-40;APT-64;APT-72;APT-79;APT-80;APT-106;APT-107;APT-116;APT-121;APT-130;APT-169;APT-170;APT-188;APT-190;APT-239;APT-271;APT-277
20,55,LR,0.9480963480963481,0.95,APT-15;APT-42;APT-76;APT-96;APT-109;APT-116;APT-119;APT-123;APT-135;APT-162;APT-172;APT-175;APT-188;APT-205;APT-208;APT-230;APT-234;APT-241;APT-266;APT-275
20,56,LR,1.0,1.0,APT-22;APT-38;APT-71;APT-86;APT-97;APT-129;APT-150;APT-172;APT-189;APT-192;APT-208;APT-232;APT-236;APT-246;APT-248;APT-252;APT-265;APT-274;APT-278;APT-284
20,57,LR,1.0,1.0,APT-21;APT-30;APT-35;APT-36;APT-56;APT-65;APT-70;APT-79;APT-105;APT-107;APT-113;APT-164;APT-168;APT-188;APT-199;APT-208;APT-232;APT-267;APT-273;APT-278
20,58,LR,0.9720279720279721,0.975,APT-21;APT-31;APT-60;APT-65;APT-89;APT-91;APT-102;APT-115;APT-120;APT-129;APT-133;APT-159;APT-232;APT-245;APT-252;APT-253;APT-265;APT-284;APT-289;APT-290
20,59,LR,1.0,1.0,APT-13;APT-35;APT-36;APT-81;APT-97;APT-105;APT-107;APT-109;APT-124;APT-126;APT-134;APT-137;APT-157;APT-166;APT-167;APT-197;APT-202;APT-226;APT-237;APT-257
20,60,LR,1.0,1.0,APT-26;APT-38;APT-42;APT-47;APT-61;APT-69;APT-96;APT-100;APT-104;APT-111;APT-132;APT-135;APT-169;APT-208;APT-212;APT-214;APT-221;APT-228;APT-269;APT-281
20,61,LR,0.9743589743589745,0.975,APT-40;APT-47;APT-48;APT-49;APT-75;APT-76;APT-78;APT-84;APT-104;APT-105;APT-108;APT-120;APT-124;APT-198;APT-227;APT-253;APT-256;APT-279;APT-281;APT-293
20,62,LR,0.9027777777777777,0.9,APT-05;APT-16;APT-18;APT-36;APT-37;APT-39;APT-45;APT-87;APT-130;APT-149;APT-155;APT-165;APT-177;APT-221;APT-225;APT-227;APT-229;APT-246;APT-267;APT-281
20,63,LR,1.0,1.0,APT-02;APT-10;APT-38;APT-52;APT-54;APT-67;APT-70;APT-89;APT-94;APT-123;APT-135;APT-141;APT-160;APT-189;APT-194;APT-216;APT-218;APT-255;APT-263;APT-269
20,64,LR,0.8994852369852371,0.9,APT-03;APT-29;APT-41;APT-47;APT-48;APT-58;APT-109;APT-118;APT-119;APT-147;APT-163;APT-180;APT-207;APT-231;APT-232;APT-233;APT-240;APT-241;APT-274;APT-282
20,65,LR,0.9720279720279721,0.975,APT-07;APT-21;APT-27;APT-39;APT-42;APT-57;APT-82;APT-109;APT-139;APT-143;APT-144;APT-158;APT-163;APT-173;APT-186;APT-190;APT-201;APT-236;APT-255;APT-283
20,66,LR,1.0,1.0,APT-09;APT-11;APT-30;APT-34;APT-36;APT-51;APT-53;APT-55;APT-66;APT-96;APT-108;APT-122;APT-135;APT-138;APT-148;APT-156;APT-198;APT-206;APT-250;APT-277
20,67,LR,0.9523809523809524,0.95,APT-03;APT-13;APT-28;APT-53;APT-66;APT-71;APT-86;APT-90;APT-102;APT-114;APT-124;APT-130;APT-157;APT-205;APT-208;APT-226;APT-243;APT-268;APT-278;APT-279
20,68,LR,0.949597787833082,0.95,APT-05;APT-19;APT-30;APT-32;APT-43;APT-59;APT-80;APT-84;APT-85;APT-88;APT-102;APT-109;APT-122;APT-199;APT-215;APT-240;APT-251;APT-253;APT-255;APT-269
20,69,LR,1.0,1.0,APT-14;APT-23;APT-28;APT-40;APT-64;APT-74;APT-81;APT-107;APT-113;APT-125;APT-143;APT-153;APT-176;APT-184;APT-192;APT-210;APT-234;APT-243;APT-246;APT-273
20,70,LR,1.0,1.0,APT-02;APT-08;APT-22;APT-30;APT-60;APT-100;APT-106;APT-122;APT-149;APT-161;APT-169;APT-177;APT-183;APT-189;APT-195;APT-224;APT-236;APT-244;APT-278;APT-279
20,71,LR,0.8787740037740037,0.875,APT-07;APT-58;APT-60;APT-61;APT-67;APT-119;APT-130;APT-152;APT-176;APT-186;APT-197;APT-200;APT-238;APT-240;APT-241;APT-255;APT-259;APT-274;APT-287;APT-292
20,72,LR,1.0,1.0,APT-06;APT-35;APT-60;APT-99;APT-115;APT-119;APT-173;APT-175;APT-205;APT-214;APT-215;APT-220;APT-223;APT-228;APT-233;APT-238;APT-243;APT-252;APT-268;APT-283
20,73,LR,0.9720279720279721,0.975,APT-18;APT-24;APT-46;APT-49;APT-52;APT-88;APT-95;APT-98;APT-104;APT-109;APT-123;APT-154;APT-161;APT-170;APT-172;APT-180;APT-202;APT-235;APT-264;APT-270
20,74,LR,0.9743589743589745,0.975,APT-04;APT-13;APT-51;APT-52;APT-68;APT-104;APT-106;APT-123;APT-135;APT-143;APT-185;APT-190;APT-198;APT-206;APT-227;APT-231;APT-235;APT-246;APT-262;APT-265
20,75,LR,0.9743589743589745,0.975,APT-53;APT-95;APT-110;APT-116;APT-119;APT-120;APT-125;APT-135;APT-146;APT-149;APT-150;APT-155;APT-172;APT-180;APT-181;APT-182;APT-213;APT-214;APT-219;APT-272
20,76,LR,0.902064602064602,0.9,APT-01;APT-33;APT-36;APT-61;APT-63;APT-98;APT-103;APT-138;APT-151;APT-168;APT-174;APT-191;APT-198;APT-210;APT-216;APT-217;APT-237;APT-245;APT-259;APT-266
20,77,LR,0.9773755656108598,0.975,APT-11;APT-32;APT-53;APT-69;APT-72;APT-86;APT-89;APT-91;APT-103;APT-110;APT-114;APT-115;APT-130;APT-141;APT-154;APT-182;APT-192;APT-258;APT-261;APT-285
20,78,LR,0.9760683760683762,0.975,APT-02;APT-06;APT-08;APT-11;APT-28;APT-32;APT-49;APT-56;APT-67;APT-112;APT-144;APT-164;APT-172;APT-175;APT-183;APT-184;APT-187;APT-248;APT-263;APT-286
20,79,LR,0.9523809523809524,0.95,APT-08;APT-47;APT-49;APT-58;APT-68;APT-83;APT-88;APT-114;APT-133;APT-150;APT-153;APT-164;APT-171;APT-172;APT-190;APT-216;APT-237;APT-253;APT-265;APT-269
20,80,LR,0.9511129393482335,0.95,APT-02;APT-07;APT-11;APT-31;APT-32;APT-49;APT-80;APT-84;APT-98;APT-136;APT-152;APT-155;APT-156;APT-161;APT-197;APT-201;APT-202;APT-219;APT-257;APT-283
20,81,LR,0.9760683760683762,0.975,APT-01;APT-09;APT-17;APT-29;APT-31;APT-76;APT-88;APT-102;APT-118;APT-171;APT-176;APT-196;APT-203;APT-209;APT-211;APT-215;APT-253;APT-264;APT-273;APT-282
20,82,LR,0.9537037037037037,0.95,APT-07;APT-08;APT-24;APT-25;APT-40;APT-52;APT-60;APT-77;APT-83;APT-98;APT-99;APT-113;APT-126;APT-158;APT-184;APT-189;APT-195;APT-245;APT-268;APT-276
20,83,LR,0.9523809523809524,0.95,APT-08;APT-16;APT-53;APT-66;APT-86;APT-90;APT-120;APT-121;APT-128;APT-156;APT-160;APT-176;APT-180;APT-184;APT-185;APT-233;APT-254;APT-285;APT-287;APT-289
20,84,LR,0.9760683760683762,0.975,APT-05;APT-10;APT-42;APT-54;APT-64;APT-67;APT-76;APT-125;APT-147;APT-164;APT-191;APT-200;APT-204;APT-213;APT-218;APT-220;APT-237;APT-238;APT-257;APT-287
20,85,LR,1.0,1.0,APT-28;APT-45;APT-47;APT-48;APT-50;APT-52;APT-53;APT-55;APT-57;APT-86;APT-91;APT-130;APT-144;APT-165;APT-187;APT-217;APT-228;APT-238;APT-262;APT-293
20,86,LR,0.9494035376388318,0.95,APT-05;APT-19;APT-45;APT-60;APT-93;APT-94;APT-99;APT-103;APT-124;APT-150;APT-151;APT-174;APT-187;APT-199;APT-236;APT-247;APT-253;APT-268;APT-272;APT-285
20,87,LR,1.0,1.0,APT-43;APT-96;APT-98;APT-108;APT-109;APT-121;APT-122;APT-143;APT-150;APT-155;APT-204;APT-207;APT-208;APT-213;APT-228;APT-245;APT-274;APT-280;APT-289;APT-291
20,88,LR,0.9482184482184483,0.95,APT-09;APT-20;APT-22;APT-29;APT-76;APT-150;APT-159;APT-189;APT-200;APT-201;APT-205;APT-221;APT-222;APT-227;APT-230;APT-239;APT-242;APT-273;APT-290;APT-293
20,89,LR,0.9002331002331002,0.9,APT-09;APT-25;APT-29;APT-30;APT-35;APT-55;APT-61;APT-63;APT-97;APT-99;APT-110;APT-145;APT-151;APT-190;APT-227;APT-241;APT-249;APT-257;APT-267;APT-293
20,90,LR,0.9760683760683762,0.975,APT-12;APT-47;APT-52;APT-54;APT-62;APT-80;APT-107;APT-128;APT-135;APT-143;APT-153;APT-162;APT-183;APT-231;APT-232;APT-242;APT-252;APT-256;APT-265;APT-286
20,91,LR,1.0,1.0,APT-09;APT-11;APT-16;APT-43;APT-45;APT-73;APT-91;APT-94;APT-105;APT-136;APT-140;APT-163;APT-167;APT-168;APT-181;APT-188;APT-233;APT-238;APT-243;APT-277
20,92,LR,1.0,1.0,APT-27;APT-38;APT-58;APT-79;APT-87;APT-98;APT-149;APT-154;APT-166;APT-172;APT-182;APT-184;APT-190;APT-191;APT-213;APT-216;APT-230;APT-242;APT-262;APT-268
20,93,LR,1.0,1.0,APT-06;APT-17;APT-21;APT-34;APT-60;APT-73;APT-98;APT-128;APT-136;APT-146;APT-184;APT-190;APT-203;APT-223;APT-248;APT-252;APT-260;APT-271;APT-275;APT-290
20,94,LR,1.0,1.0,APT-05;APT-14;APT-21;APT-24;APT-45;APT-49;APT-51;APT-60;APT-91;APT-100;APT-104;APT-117;APT-121;APT-134;APT-140;APT-172;APT-187;APT-193;APT-211;APT-223
20,95,LR,0.9720279720279721,0.975,APT-21;APT-25;APT-29;APT-36;APT-45;APT-47;APT-52;APT-59;APT-66;APT-88;APT-93;APT-109;APT-119;APT-132;APT-144;APT-156;APT-198;APT-256;APT-279;APT-282
20,96,LR,0.9244089244089243,0.925,APT-17;APT-24;APT-64;APT-84;APT-110;APT-129;APT-132;APT-135;APT-138;APT-148;APT-154;APT-158;APT-171;APT-180;APT-186;APT-212;APT-214;APT-235;APT-244;APT-277
20,97,LR,0.9773755656108598,0.975,APT-06;APT-14;APT-32;APT-35;APT-57;APT-67;APT-73;APT-76;APT-81;APT-98;APT-131;APT-148;APT-168;APT-175;APT-207;APT-212;APT-215;APT-221;APT-249;APT-277
20,98,LR,0.9743589743589745,0.975,APT-02;APT-11;APT-15;APT-16;APT-38;APT-49;APT-82;APT-85;APT-131;APT-136;APT-144;APT-157;APT-160;APT-197;APT-207;APT-211;APT-224;APT-278;APT-279;APT-287
20,99,LR,1.0,1.0,APT-46;APT-52;APT-55;APT-66;APT-109;APT-125;APT-128;APT-136;APT-140;APT-145;APT-147;APT-159;APT-177;APT-180;APT-187;APT-193;APT-225;APT-228;APT-238;APT-261
20,0,XGBoost,0.9773755656108598,0.975,APT-05;APT-09;APT-17;APT-42;APT-62;APT-78;APT-79;APT-95;APT-100;APT-102;APT-110;APT-111;APT-118;APT-136;APT-140;APT-156;APT-158;APT-238;APT-270;APT-285
20,1,XGBoost,0.9720279720279721,0.975,APT-01;APT-19;APT-33;APT-84;APT-93;APT-108;APT-109;APT-116;APT-137;APT-150;APT-162;APT-184;APT-204;APT-205;APT-215;APT-251;APT-263;APT-265;APT-268;APT-270
20,2,XGBoost,1.0,1.0,APT-06;APT-19;APT-37;APT-85;APT-89;APT-107;APT-117;APT-129;APT-138;APT-146;APT-163;APT-168;APT-174;APT-186;APT-208;APT-214;APT-235;APT-252;APT-269;APT-274
20,3,XGBoost,0.9720279720279721,0.975,APT-23;APT-35;APT-36;APT-60;APT-62;APT-63;APT-82;APT-161;APT-192;APT-202;APT-205;APT-207;APT-212;APT-256;APT-263;APT-264;APT-265;APT-286;APT-287;APT-289
20,4,XGBoost,0.9773755656108598,0.975,APT-19;APT-76;APT-80;APT-88;APT-95;APT-129;APT-143;APT-153;APT-156;APT-160;APT-176;APT-184;APT-189;APT-214;APT-222;APT-223;APT-246;APT-275;APT-281;APT-284
20,5,XGBoost,1.0,1.0,APT-02;APT-07;APT-22;APT-41;APT-72;APT-76;APT-97;APT-103;APT-111;APT-116;APT-125;APT-145;APT-154;APT-188;APT-206;APT-207;APT-228;APT-230;APT-255;APT-284
20,6,XGBoost,1.0,1.0,APT-31;APT-47;APT-75;APT-83;APT-106;APT-111;APT-118;APT-130;APT-138;APT-142;APT-203;APT-204;APT-217;APT-230;APT-241;APT-252;APT-258;APT-265;APT-269;APT-279
20,7,XGBoost,1.0,1.0,APT-15;APT-17;APT-42;APT-72;APT-77;APT-79;APT-87;APT-90;APT-98;APT-140;APT-155;APT-166;APT-172;APT-178;APT-181;APT-217;APT-225;APT-278;APT-284;APT-285
20,8,XGBoost,1.0,1.0,APT-05;APT-36;APT-95;APT-96;APT-106;APT-108;APT-111;APT-119;APT-126;APT-130;APT-151;APT-158;APT-165;APT-168;APT-170;APT-173;APT-209;APT-266;APT-282;APT-288
20,9,XGBoost,0.9505494505494506,0.95,APT-08;APT-10;APT-11;APT-33;APT-37;APT-68;APT-76;APT-87;APT-107;APT-109;APT-146;APT-168;APT-174;APT-179;APT-210;APT-212;APT-220;APT-237;APT-276;APT-280
20,10,XGBoost,0.9720279720279721,0.975,APT-07;APT-25;APT-49;APT-52;APT-107;APT-133;APT-139;APT-144;APT-145;APT-146;APT-174;APT-181;APT-194;APT-196;APT-215;APT-241;APT-275;APT-285;APT-289;APT-293
20,11,XGBoost,0.9743589743589745,0.975,APT-18;APT-38;APT-41;APT-45;APT-75;APT-82;APT-85;APT-86;APT-111;APT-122;APT-131;APT-134;APT-135;APT-150;APT-155;APT-193;APT-235;APT-251;APT-271;APT-276
20,12,XGBoost,0.9233351615704558,0.925,APT-22;APT-31;APT-53;APT-71;APT-85;APT-88;APT-103;APT-111;APT-121;APT-147;APT-149;APT-171;APT-181;APT-189;APT-208;APT-217;APT-221;APT-253;APT-261;APT-283
20,13,XGBoost,1.0,1.0,APT-37;APT-59;APT-60;APT-61;APT-95;APT-127;APT-135;APT-137;APT-139;APT-140;APT-159;APT-165;APT-167;APT-179;APT-184;APT-195;APT-233;APT-279;APT-287;APT-288
20,14,XGBoost,1.0,1.0,APT-17;APT-20;APT-41;APT-50;APT-61;APT-72;APT-76;APT-80;APT-87;APT-102;APT-135;APT-147;APT-160;APT-169;APT-183;APT-187;APT-192;APT-197;APT-212;APT-215
20,15,XGBoost,1.0,1.0,APT-32;APT-41;APT-60;APT-76;APT-78;APT-81;APT-84;APT-93;APT-101;APT-115;APT-153;APT-174;APT-191;APT-194;APT-224;APT-227;APT-230;APT-240;APT-245;APT-261
20,16,XGBoost,1.0,1.0,APT-05;APT-09;APT-20;APT-41;APT-86;APT-92;APT-100;APT-106;APT-109;APT-110;APT-130;APT-131;APT-140;APT-153;APT-230;APT-254;APT-262;APT-264;APT-266;APT-290
20,17,XGBoost,1.0,1.0,APT-21;APT-27;APT-55;APT-67;APT-71;APT-88;APT-95;APT-132;APT-148;APT-155;APT-162;APT-193;APT-209;APT-220;APT-221;APT-230;APT-235;APT-254;APT-264;APT-278
20,18,XGBoost,1.0,1.0,APT-02;APT-08;APT-51;APT-85;APT-95;APT-110;APT-111;APT-116;APT-124;APT-151;APT-154;APT-161;APT-178;APT-182;APT-184;APT-198;APT-218;APT-257;APT-277;APT-280
20,19,XGBoost,0.9773755656108598,0.975,APT-26;APT-38;APT-44;APT-68;APT-83;APT-118;APT-131;APT-137;APT-143;APT-163;APT-164;APT-166;APT-175;APT-193;APT-230;APT-237;APT-257;APT-268;APT-277;APT-282
20,20,XGBoost,0.9535256410256411,0.95,APT-04;APT-08;APT-18;APT-37;APT-77;APT-102;APT-109;APT-123;APT-125;APT-151;APT-185;APT-195;APT-215;APT-220;APT-233;APT-235;APT-237;APT-240;APT-270;APT-277
20,21,XGBoost,1.0,1.0,APT-16;APT-24;APT-35;APT-37;APT-44;APT-82;APT-83;APT-86;APT-87;APT-134;APT-142;APT-173;APT-185;APT-186;APT-189;APT-207;APT-220;APT-230;APT-248;APT-289
20,22,XGBoost,1.0,1.0,APT-03;APT-09;APT-35;APT-54;APT-58;APT-79;APT-84;APT-112;APT-136;APT-151;APT-168;APT-174;APT-185;APT-186;APT-196;APT-203;APT-205;APT-228;APT-239;APT-275
20,23,XGBoost,1.0,1.0,APT-06;APT-30;APT-35;APT-41;APT-44;APT-77;APT-109;APT-115;APT-119;APT-126;APT-145;APT-148;APT-179;APT-188;APT-202;APT-230;APT-275;APT-286;APT-289;APT-292
20,24,XGBoost,1.0,1.0,APT-05;APT-08;APT-13;APT-19;APT-33;APT-36;APT-61;APT-67;APT-75;APT-80;APT-89;APT-94;APT-136;APT-161;APT-180;APT-183;APT-194;APT-217;APT-259;APT-285
20,25,XGBoost,0.9760683760683762,0.975,APT-15;APT-23;APT-69;APT-71;APT-82;APT-100;APT-107;APT-121;APT-130;APT-143;APT-146;APT-199;APT-212;APT-239;APT-252;APT-264;APT-266;APT-274;APT-277;APT-287
20,26,XGBoost,0.9511129393482335,0.95,APT-06;APT-10;APT-13;APT-45;APT-83;APT-96;APT-104;APT-109;APT-124;APT-130;APT-150;APT-169;APT-180;APT-185;APT-190;APT-207;APT-259;APT-288;APT-289;APT-290
20,27,XGBoost,0.9720279720279721,0.975,APT-18;APT-30;APT-53;APT-84;APT-92;APT-94;APT-109;APT-117;APT-191;APT-207;APT-211;APT-231;APT-242;APT-250;APT-263;APT-269;APT-274;APT-276;APT-286;APT-290
20,28,XGBoost,1.0,1.0,APT-11;APT-26;APT-38;APT-40;APT-57;APT-91;APT-131;APT-147;APT-151;APT-166;APT-186;APT-199;APT-201;APT-212;APT-231;APT-244;APT-251;APT-265;APT-288;APT-289
20,29,XGBoost,0.9773755656108598,0.975,APT-01;APT-16;APT-26;APT-31;APT-84;APT-102;APT-113;APT-117;APT-138;APT-148;APT-185;APT-187;APT-199;APT-223;APT-254;APT-255;APT-266;APT-278;APT-279;APT-290
20,30,XGBoost,0.9743589743589745,0.975,APT-01;APT-24;APT-66;APT-67;APT-75;APT-90;APT-91;APT-111;APT-147;APT-180;APT-190;APT-194;APT-200;APT-214;APT-215;APT-220;APT-226;APT-237;APT-262;APT-287
20,31,XGBoost,1.0,1.0,APT-10;APT-15;APT-72;APT-104;APT-124;APT-125;APT-131;APT-132;APT-149;APT-154;APT-174;APT-194;APT-218;APT-227;APT-233;APT-251;APT-252;APT-253;APT-271;APT-282
20,32,XGBoost,0.9257316757316757,0.925,APT-33;APT-62;APT-71;APT-90;APT-106;APT-117;APT-121;APT-150;APT-156;APT-162;APT-168;APT-173;APT-180;APT-193;APT-232;APT-245;APT-251;APT-275;APT-287;APT-293
20,33,XGBoost,0.9537037037037037,0.95,APT-25;APT-61;APT-90;APT-99;APT-106;APT-108;APT-145;APT-152;APT-153;APT-182;APT-190;APT-214;APT-234;APT-263;APT-264;APT-267;APT-281;APT-284;APT-286;APT-293
20,34,XGBoost,0.9720279720279721,0.975,APT-18;APT-20;APT-35;APT-44;APT-61;APT-76;APT-78;APT-86;APT-93;APT-100;APT-109;APT-117;APT-137;APT-138;APT-143;APT-185;APT-218;APT-234;APT-239;APT-288
20,35,XGBoost,1.0,1.0,APT-03;APT-10;APT-20;APT-26;APT-62;APT-72;APT-83;APT-95;APT-116;APT-122;APT-146;APT-176;APT-179;APT-186;APT-202;APT-221;APT-223;APT-245;APT-251;APT-270
20,36,XGBoost,1.0,1.0,APT-18;APT-37;APT-44;APT-46;APT-47;APT-63;APT-69;APT-108;APT-120;APT-155;APT-174;APT-193;APT-215;APT-222;APT-227;APT-235;APT-263;APT-265;APT-278;APT-290
20,37,XGBoost,1.0,1.0,APT-13;APT-14;APT-31;APT-41;APT-73;APT-90;APT-101;APT-102;APT-118;APT-128;APT-140;APT-144;APT-185;APT-197;APT-224;APT-246;APT-250;APT-259;APT-269;APT-288
20,38,XGBoost,1.0,1.0,APT-24;APT-30;APT-56;APT-60;APT-61;APT-70;APT-81;APT-101;APT-121;APT-135;APT-154;APT-161;APT-162;APT-176;APT-213;APT-225;APT-246;APT-255;APT-274;APT-289
20,39,XGBoost,0.9743589743589745,0.975,APT-15;APT-28;APT-43;APT-65;APT-66;APT-74;APT-88;APT-91;APT-109;APT-125;APT-134;APT-138;APT-155;APT-162;APT-179;APT-209;APT-218;APT-241;APT-254;APT-276
20,40,XGBoost,0.9737373737373738,0.975,APT-39;APT-40;APT-43;APT-69;APT-77;APT-86;APT-87;APT-97;APT-112;APT-114;APT-127;APT-143;APT-147;APT-158;APT-185;APT-190;APT-199;APT-251;APT-268;APT-288
20,41,XGBoost,0.89769413592943,0.9,APT-16;APT-23;APT-25;APT-27;APT-49;APT-91;APT-107;APT-118;APT-124;APT-131;APT-149;APT-169;APT-171;APT-173;APT-182;APT-191;APT-235;APT-267;APT-277;APT-291
20,42,XGBoost,0.9743589743589745,0.975,APT-21;APT-69;APT-75;APT-96;APT-98;APT-101;APT-105;APT-128;APT-138;APT-148;APT-162;APT-166;APT-174;APT-183;APT-190;APT-235;APT-241;APT-262;APT-274;APT-287
20,43,XGBoost,1.0,1.0,APT-01;APT-29;APT-33;APT-48;APT-69;APT-79;APT-92;APT-107;APT-113;APT-123;APT-135;APT-144;APT-153;APT-188;APT-203;APT-211;APT-224;APT-250;APT-280;APT-287
20,44,XGBoost,0.9773755656108598,0.975,APT-24;APT-26;APT-48;APT-57;APT-70;APT-73;APT-88;APT-90;APT-106;APT-118;APT-119;APT-133;APT-148;APT-149;APT-176;APT-214;APT-224;APT-240;APT-244;APT-291
20,45,XGBoost,1.0,1.0,APT-03;APT-10;APT-13;APT-35;APT-36;APT-39;APT-44;APT-86;APT-94;APT-95;APT-115;APT-136;APT-141;APT-166;APT-171;APT-176;APT-196;APT-224;APT-239;APT-255
20,46,XGBoost,1.0,1.0,APT-02;APT-36;APT-38;APT-82;APT-94;APT-103;APT-105;APT-123;APT-125;APT-144;APT-146;APT-151;APT-156;APT-160;APT-174;APT-197;APT-203;APT-217;APT-251;APT-274
20,47,XGBoost,1.0,1.0,APT-04;APT-35;APT-45;APT-59;APT-65;APT-92;APT-101;APT-106;APT-132;APT-143;APT-144;APT-145;APT-148;APT-149;APT-183;APT-200;APT-203;APT-217;APT-269;APT-291
20,48,XGBoost,1.0,1.0,APT-02;APT-08;APT-26;APT-40;APT-50;APT-55;APT-59;APT-66;APT-86;APT-94;APT-108;APT-117;APT-151;APT-165;APT-171;APT-208;APT-218;APT-223;APT-241;APT-287
20,49,XGBoost,1.0,1.0,APT-05;APT-06;APT-21;APT-34;APT-46;APT-49;APT-50;APT-58;APT-87;APT-96;APT-116;APT-127;APT-167;APT-198;APT-207;APT-248;APT-265;APT-278;APT-279;APT-288
20,50,XGBoost,1.0,1.0,APT-14;APT-36;APT-78;APT-91;APT-111;APT-125;APT-132;APT-137;APT-162;APT-164;APT-198;APT-202;APT-214;APT-226;APT-237;APT-255;APT-257;APT-270;APT-291;APT-293
