cell_budget,seed,feature_set,transform,eligible_patients,eligible_diseases,accuracy,balanced_accuracy,macro_f1,log_loss,macro_auroc
500,16,pred_soft_subtype,raw,40,6,0.6,0.623015873015873,0.586038961038961,3.3106345738206437,0.7995628886024106
500,16,pred_soft_subtype,clr,40,6,0.7,0.7152777777777777,0.7002719502719503,1.235567955294408,0.9206682436232069
500,17,pred_soft_lineage,raw,40,6,0.475,0.4871031746031746,0.4765567765567766,2.2438628885754284,0.7543283411849587
500,17,pred_soft_lineage,clr,40,6,0.5,0.5049603174603174,0.48891293891293897,3.2741350340848157,0.7573512833163568
500,17,pred_soft_subtype,raw,40,6,0.575,0.6031746031746031,0.5626373626373626,3.2526097602752273,0.8154257915287326
500,17,pred_soft_subtype,clr,40,6,0.675,0.6934523809523809,0.6749292374292374,1.1459932165599607,0.8931540656035141
500,18,pred_soft_lineage,raw,40,6,0.425,0.431547619047619,0.43785593491475844,2.9334711538243745,0.7651584781639929
500,18,pred_soft_lineage,clr,40,6,0.5,0.5079365079365079,0.502113572701808,3.27107731630648,0.7467436311645871
500,18,pred_soft_subtype,raw,40,6,0.6,0.6309523809523809,0.5753968253968254,3.289643627798372,0.8201981076521517
500,18,pred_soft_subtype,clr,40,6,0.725,0.7321428571428571,0.7259702286018075,1.2565277952507514,0.9105876252015959
500,19,pred_soft_lineage,raw,40,6,0.525,0.5386904761904762,0.5312257187257187,2.190164355593468,0.7218621350055173
500,19,pred_soft_lineage,clr,40,6,0.475,0.4871031746031746,0.47794566544566536,2.0670295798477887,0.7470034178444105
500,19,pred_soft_subtype,raw,40,6,0.6,0.626984126984127,0.5822649572649573,2.8231658147872087,0.8189117739898989
500,19,pred_soft_subtype,clr,40,6,0.675,0.6974206349206349,0.6748806748806749,0.9346446372024572,0.9234837874543756
500,20,pred_soft_lineage,raw,40,6,0.425,0.431547619047619,0.4259615384615385,2.121226715542948,0.7667929624501317
500,20,pred_soft_lineage,clr,40,6,0.525,0.5396825396825397,0.5141673141673143,1.560684052715256,0.8089216747304983
500,20,pred_soft_subtype,raw,40,6,0.6,0.6240079365079364,0.5974450386215092,3.5207268359675594,0.8026234641583906
500,20,pred_soft_subtype,clr,40,6,0.725,0.7390873015873015,0.7249139749139749,0.8654649702744308,0.9252785868135134
500,21,pred_soft_lineage,raw,40,6,0.475,0.4910714285714286,0.465956265956266,3.127307150439023,0.7719757647377133
500,21,pred_soft_lineage,clr,40,6,0.525,0.5426587301587301,0.5232892107892108,2.233132970945225,0.779155127960275
500,21,pred_soft_subtype,raw,40,6,0.575,0.5922619047619048,0.5675865800865801,3.325011690647146,0.7843493694826416
500,21,pred_soft_subtype,clr,40,6,0.75,0.7559523809523809,0.7589285714285715,0.9316317163245842,0.9390626989432137
