source,subtype,disease,n_disease,median_disease,iqr_disease,median_other,median_difference,rank_biserial,p_value,median_lr_coefficient,iqr_lr_coefficient,coefficient_positive_fraction,coefficient_sign_stability,top_five_fraction,q_value,heldout_log_loss_increase,heldout_log_loss_increase_sd
true_subtype,CD8 Tem-1,PC,6,0.11347609056866531,0.10181439650369578,0.10899904408262467,0.004477046486040637,0.15686274509803932,0.5663571610940031,0.31741177230696827,0.5189597477920255,0.8,0.8,0.4,0.7520480335838402,0.17075769038619526,0.28421198079042603
true_subtype,CD8 Tem-2,BTC,6,0.01323753310965919,0.024203050167799584,0.017733073924629895,-0.004495540814970705,-0.18627450980392157,0.49319713003923527,-0.7039724870917327,1.0462195511025456,0.2,0.8,0.4,0.7017235865830351,0.1252640612207147,0.3432258749593216
true_subtype,CD8 Tem-2,CRC,8,0.014050722788184712,0.011188356895230773,0.01935235300320666,-0.005301630215021948,-0.1484375,0.5388241821678353,0.6430869016557719,1.193203668680981,0.8,0.8,0.6,0.7248883277591411,0.1252640612207147,0.3432258749593216
true_subtype,CD8 Tem-2,GC,7,0.013790221479314668,0.012257889616270886,0.01885530890612463,-0.0050650874268099635,0.02164502164502169,0.9445199307428409,0.2751811234870622,0.7406499501518589,0.6,0.6,0.0,0.9746001833142689,0.1252640612207147,0.3432258749593216
true_subtype,CD8 Tem-2,HCC,7,0.013040396881644224,0.012655387170123607,0.01885530890612463,-0.0058149120244804075,-0.38528138528138534,0.11894766879287004,-0.6611442085048483,0.6452894514317183,0.0,1.0,0.6,0.3107987474910475,0.1252640612207147,0.3432258749593216
true_subtype,CD8 Tem-2,Normal,6,0.04937680339254705,0.013901551130811644,0.013534768628471198,0.03584203476407585,0.911764705882353,4.689478373688901e-05,0.25779409621160304,0.02642512825818083,1.0,1.0,0.4,0.0008441061072640021,0.1252640612207147,0.3432258749593216
true_subtype,CD8 Tem-2,PC,6,0.015634524908564637,0.021569170699555208,0.017733073924629895,-0.0020985490160652584,-0.12745098039215685,0.6440769282874546,0.015606691580066294,3.1801764189550554,0.6,0.6,0.6,0.8347236990605411,0.1252640612207147,0.3432258749593216
true_subtype,Cycling T,BTC,6,0.012232709521314566,0.004381722120580777,0.012786303207782082,-0.0005535936864675163,-0.06862745098039214,0.8103710419499893,-0.15059040284822656,0.7087452052941648,0.2,0.8,0.0,0.8870277621344477,0.05534921898275548,0.1075098071862205
true_subtype,Cycling T,CRC,8,0.013043602002697448,0.008483601179390001,0.011864475470627571,0.0011791265320698768,0.0859375,0.7276610001068206,-0.5008949243668747,1.0930119645872445,0.2,0.8,0.4,0.8604458541409119,0.05534921898275548,0.1075098071862205
true_subtype,Cycling T,GC,7,0.01560105864326508,0.005022463445670644,0.011433868974042027,0.004167189669223052,0.39393939393939403,0.11047278524058711,0.4035063007232098,0.5786169051566223,1.0,1.0,0.4,0.2933867411307395,0.05534921898275548,0.1075098071862205
true_subtype,Cycling T,HCC,7,0.009780297661233167,0.007037621274166381,0.012853126255188111,-0.003072828593954944,-0.06493506493506496,0.8074904149207556,0.4765453549505956,0.23916450991916405,1.0,1.0,0.2,0.8870277621344477,0.05534921898275548,0.1075098071862205
true_subtype,Cycling T,Normal,6,0.002815966673807603,0.0007628292786430227,0.01341752148999864,-0.010601554816191038,-0.9509803921568627,9.900009900009901e-06,-0.18235509655463594,0.0843509535736186,0.0,1.0,0.0,0.00032076032076032077,0.05534921898275548,0.1075098071862205
true_subtype,Cycling T,PC,6,0.023638607195146433,0.01304857870459556,0.012507281063794584,0.011131326131351848,0.5392156862745099,0.03658939448413133,-0.10911794145955332,0.18677938684317125,0.4,0.6,0.0,0.1411305215816494,0.05534921898275548,0.1075098071862205
true_subtype,Erythrocyte,BTC,6,0.0,0.0,0.0,0.0,-0.17647058823529416,0.2860262841679041,-0.04254868422566843,0.022092629555887325,0.2,0.8,0.0,0.5078206566764919,0.0671825924295238,0.17793581219410975
