outer_fold,seed,patient_budget,cell_cap,task,class_index,class_name,training_patient_count,training_cell_count,observed_in_training
0,11,8,100,coarse,2,NK,7,36,True
0,11,8,100,coarse,3,Other,3,4,True
0,11,8,100,coarse,4,T,8,384,True
0,11,8,100,fine,0,B.INT,6,13,True
0,11,8,100,fine,1,B.MEM,7,14,True
0,11,8,100,fine,2,B.NAIVE,6,17,True
0,11,8,100,fine,3,CD4.NAIVE,8,113,True
0,11,8,100,fine,4,CD4.TCM,8,112,True
0,11,8,100,fine,5,CD4.TEFF,3,3,True
0,11,8,100,fine,6,CD4.TEFF.prolif,1,1,True
0,11,8,100,fine,7,CD4.TEM/TEMRA,2,9,True
0,11,8,100,fine,8,CD4.TREG,5,10,True
0,11,8,100,fine,9,CD8.NAIVE,6,8,True
0,11,8,100,fine,10,CD8.TCM,4,12,True
0,11,8,100,fine,11,CD8.TCM.CCL5,5,8,True
0,11,8,100,fine,12,CD8.TEFF,1,1,True
0,11,8,100,fine,13,CD8.TEFF.prolif,2,10,True
0,11,8,100,fine,14,CD8.TEM,5,20,True
0,11,8,100,fine,15,CD8.TEMRA,7,45,True
0,11,8,100,fine,16,CD8.TREG,0,0,False
0,11,8,100,fine,17,CD8.mitohi,6,13,True
0,11,8,100,fine,18,DN,2,2,True
0,11,8,100,fine,19,DP,5,12,True
0,11,8,100,fine,20,GDT.VD2,3,5,True
0,11,8,100,fine,21,GDT.VD2neg,0,0,False
0,11,8,100,fine,22,HSC,2,2,True
0,11,8,100,fine,23,MAIT,0,0,False
0,11,8,100,fine,24,Mast,0,0,False
0,11,8,100,fine,25,NK.CD16hi,6,27,True
0,11,8,100,fine,26,NK.CD16int,1,1,True
0,11,8,100,fine,27,NK.CD56hi.CD16int.XCL1/2,3,5,True
0,11,8,100,fine,28,NK.cyc,1,1,True
0,11,8,100,fine,29,NK.mitohi,2,2,True
0,11,8,100,fine,30,PB,4,5,True
